 (Half Day),（半天）
Salary Structure Deduction,薪酬結構演繹
Salary Structure Earning,薪酬結構盈利
Salary Structure Earnings,薪酬結構盈利
Salary breakup based on Earning and Deduction.,工資分手基於盈利和演繹。
Salary components.,工資組成部分。
Sales,銷售
Sales Analytics,銷售分析
Sales BOM,銷售BOM
Sales BOM Help,銷售BOM幫助
Sales BOM Item,銷售BOM項目
Sales BOM Items,銷售BOM項目
Sales Details,銷售信息
Sales Discounts,銷售折扣
Sales Email Settings,銷售電子郵件設置
Sales Extras,額外銷售
Sales Funnel,銷售漏斗
Sales Invoice,銷售發票
Sales Invoice Advance,銷售發票提前
Sales Invoice Item,銷售發票項目
Sales Invoice Items,銷售發票項目
Sales Invoice Message,銷售發票信息
Sales Invoice No,銷售發票號碼
Sales Invoice Trends,銷售發票趨勢
Sales Order,銷售訂單
Sales Order Date,銷售訂單日期
Sales Order Item,銷售訂單項目
Sales Order Items,銷售訂單項目
Sales Order Message,銷售訂單信息
Sales Order No,銷售訂單號
Sales Order Required,銷售訂單所需
Sales Order Trend,銷售訂單趨勢
Sales Order Trends,銷售訂單趨勢
Sales Partner,銷售合作夥伴
Sales Partner Name,銷售合作夥伴名稱
Sales Partner Target,銷售目標的合作夥伴
Sales Partners Commission,銷售合作夥伴委員會
Sales Person,銷售人員
Sales Person Incharge,銷售人員Incharge
Sales Person Name,銷售人員的姓名
Sales Person Target Variance (Item Group-Wise),銷售人員目標方差（項目組明智）
Sales Person Target Variance Item Group-Wise,銷售人員目標差異項目組，智者
Sales Person Targets,銷售人員目標
Sales Person-wise Transaction Summary,銷售人員明智的交易匯總
Sales Register,銷售登記
Sales Return,銷售退貨
Sales Returned,銷售退回
Sales Taxes and Charges,銷售稅金及費用
Sales Taxes and Charges Master,銷售稅金及收費碩士
Sales Team,銷售團隊
Sales Team Details,銷售團隊詳細
Sales Team1,銷售TEAM1
Sales and Purchase,買賣
Sales campaigns,銷售活動
Sales persons and targets,銷售人員和目標
Sales taxes template.,銷售稅模板。
Sales territories.,銷售地區。
Salutation,招呼
Same Serial No,同樣的序列號
Same file has already been attached to the record,相同的文件已經被連接到記錄
Sample Size,樣本大小
Sanctioned Amount,制裁金額
Saturday,星期六
Save,節省
Schedule,時間表
Schedule Date,時間表日期
Schedule Details,計劃詳細信息
Scheduled,預定
Scheduled Date,預定日期
Scheduler Log,調度日誌
School/University,學校/大學
Score (0-5),得分（0-5）
Score Earned,獲得得分
Scrap %,廢鋼％
Script,腳本
Script Report,腳本報告
Script Type,腳本類型
Script to attach to all web pages.,腳本附加到所有的網頁。
Search,搜索
Search Fields,搜索字段
Seasonality for setting budgets.,季節性設定預算。
Section Break,分節符
Security Settings,安全設置
"See ""Rate Of Materials Based On"" in Costing Section",見“率材料基於”在成本核算節
Select,選擇
"Select ""Yes"" for sub - contracting items",選擇“是”子 - 承包項目
"Select ""Yes"" if this item is used for some internal purpose in your company.",選擇“Yes”如果此項目被用於一些內部的目的在你的公司。
"Select ""Yes"" if this item represents some work like training, designing, consulting etc.",選擇“是”，如果此項目表示類似的培訓，設計，諮詢等一些工作
"Select ""Yes"" if you are maintaining stock of this item in your Inventory.",選擇“是”，如果你保持這個項目的股票在你的庫存。
"Select ""Yes"" if you supply raw materials to your supplier to manufacture this item.",選擇“是”，如果您對供應原料給供應商，製造資料。
Select All,全選
Select Attachments,選擇附件
Select Budget Distribution to unevenly distribute targets across months.,選擇預算分配跨個月呈不均衡分佈的目標。
"Select Budget Distribution, if you want to track based on seasonality.",選擇預算分配，如果你要根據季節來跟踪。
Select Digest Content,選擇精華內容
Select DocType,選擇的DocType
Select Document Type,選擇文件類型
Select Document Type or Role to start.,選擇文件類型或角色開始。
Select Items,選擇項目
Select Module,選擇模塊
Select Print Format,選擇打印格式
Select Purchase Receipts,選擇外購入庫單
Select Report Name,選擇報告名稱
Select Role,選擇角色
Select Sales Orders,選擇銷售訂單
Select Sales Orders from which you want to create Production Orders.,要從創建生產訂單選擇銷售訂單。
Select Time Logs and Submit to create a new Sales Invoice.,選擇時間日誌和提交創建一個新的銷售發票。
Select Transaction,選擇交易
Select Type,選擇類型
Select User or Property to start.,選擇用戶或物業開始。
Select account head of the bank where cheque was deposited.,選取支票存入該銀行賬戶的頭。
Select an image of approx width 150px with a transparent background for best results.,選擇約寬150像素的透明背景以獲得最佳效果的圖像。
Select company name first.,先選擇公司名稱。
Select dates to create a new ,選擇日期以創建一個新的
Select or drag across time slots to create a new event.,選擇或拖動整個時隙，以創建一個新的事件。
"Select target = ""_blank"" to open in a new page.",選擇目標=“_blank”在新頁面中打開。
Select template from which you want to get the Goals,選擇您想要得到的目標模板
Select the Employee for whom you are creating the Appraisal.,選擇要為其創建的考核員工。
Select the label after which you want to insert new field.,之後要插入新字段中選擇的標籤。
Select the period when the invoice will be generated automatically,當選擇發票會自動生成期間
Select the relevant company name if you have multiple companies,選擇相關的公司名稱，如果您有多個公司
Select the relevant company name if you have multiple companies.,如果您有多個公司選擇相關的公司名稱。
Select who you want to send this newsletter to,選擇您想要這份電子報發送給誰
Select your home country and check the timezone and currency.,選擇您的國家和檢查時區和貨幣。
"Selecting ""Yes"" will allow this item to appear in Purchase Order , Purchase Receipt.",選擇“是”將允許這個項目出現在採購訂單，採購入庫單。
"Selecting ""Yes"" will allow this item to figure in Sales Order, Delivery Note",選擇“是”將允許這資料圖在銷售訂單，送貨單
"Selecting ""Yes"" will allow you to create Bill of Material showing raw material and operational costs incurred to manufacture this item.",選擇“是”將允許您創建物料清單，顯示原材料和產生製造這個項目的運營成本。
"Selecting ""Yes"" will allow you to make a Production Order for this item.",選擇“是”將允許你做一個生產訂單為這個項目。
"Selecting ""Yes"" will give a unique identity to each entity of this item which can be viewed in the Serial No master.",選擇“Yes”將提供一個獨特的身份，以這個項目的每個實體可在序列號主觀看。
Selling,銷售
Selling Settings,銷售設置
Send,發送
Send As Email,發送電子郵件
Send Autoreply,發送自動回复
Send Bulk SMS to Leads / Contacts,發送大量短信信息/聯繫我們
Send Email,發送電子郵件
Send From,從發送
Send Me A Copy,給我發一份
Send Notifications To,發送通知給
Send Now,立即發送
Send Print in Body and Attachment,發送打印的正文和附件
Send SMS,發送短信
Send To,發送到
Send To Type,發送到輸入
Send an email reminder in the morning,發送電子郵件提醒，早上
Send automatic emails to Contacts on Submitting transactions.,自動發送電子郵件到上提交事務聯繫。
Send enquiries to this email address,發送諮詢到這個郵箱地址
Send mass SMS to your contacts,發送群發短信到您的聯繫人
Send regular summary reports via Email.,通過電子郵件發送定期匯總報告。
Send to this list,發送到這個列表
Sender,寄件人
Sender Name,發件人名稱
Sent,發送
Sent Mail,發送郵件
Sent On,在發送
Sent Quotation,發送報價
Sent or Received,發送或接收
Separate production order will be created for each finished good item.,獨立的生產訂單將每個成品項目被創建。
Serial No,序列號
Serial No / Batch,序列號/批次
Serial No Details,序列號信息
Serial No Service Contract Expiry,序號服務合同到期
Serial No Status,序列號狀態
Serial No Warranty Expiry,序列號保修到期
Serial No created,創建序列號
Serial No does not belong to Item,序列號不屬於項目
Serial No must exist to transfer out.,序列號必須存在轉讓出去。
Serial No qty cannot be a fraction,序號數量不能是分數
Serial No status must be 'Available' to Deliver,序列號狀態必須為“有空”提供
Serial Nos do not match with qty,序列號不匹配數量
Serial Number Series,序列號系列
Serialized Item: ',序列化的項目：&#39;
Series,系列
Series List for this Transaction,系列對表本交易
Server,服務器
Service Address,服務地址
Services,服務
Session Expired. Logging you out,會話過期。您的退出
Session Expires in (time),會話過期的（時間）
Session Expiry,會話過期
Session Expiry in Hours e.g. 06:00,會話過期的時間，例如06:00
Set Banner from Image,從圖像設置橫幅
Set Item Group-wise budgets on this Territory. You can also include seasonality by setting the Distribution.,設置這個領地項目組間的預算。您還可以包括季節性通過設置分發。
Set Link,設置鏈接
Set Login and Password if authentication is required.,如果需要身份驗證設置登錄名和密碼。
Set Password,設置密碼
Set Value,設定值
Set as Default,設置為默認
