DocType: Accounting Period,Period Name,期间名称
apps/erpnext/erpnext/education/doctype/question/question.py,A qustion must have at least one correct options,Qustion必须至少有一个正确的选项
apps/erpnext/erpnext/hooks.py,Purchase Orders,订单
DocType: Account,Inter Company Account,关联公司间交易科目
apps/erpnext/erpnext/stock/doctype/item_price/item_price.js,Import in Bulk,进口散装
DocType: Sales Partner,Address & Contacts,地址及联系方式
DocType: SMS Log,Sender Name,发件人名称
DocType: Vital Signs,Very Hyper,非常兴奋
DocType: Agriculture Analysis Criteria,Agriculture Analysis Criteria,农业分析标准
DocType: HR Settings,Leave Approval Notification Template,休假已批准通知模板
DocType: POS Profile,[Select],[选择]
DocType: Staffing Plan Detail,Number Of Positions,人数
DocType: Vital Signs,Blood Pressure (diastolic),血压（舒张）
apps/erpnext/erpnext/accounts/doctype/coupon_code/coupon_code.py,Please select the customer.,请选择客户。
DocType: SMS Log,Sent To,发给
DocType: Agriculture Task,Holiday Management,度假管理
DocType: Payment Request,Make Sales Invoice,创建销售费用清单
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Softwares,软件
apps/erpnext/erpnext/crm/doctype/lead/lead.py,Next Contact Date cannot be in the past,接下来跟日期不能过去
DocType: Company,For Reference Only.,仅供参考。
apps/erpnext/erpnext/accounts/page/pos/pos.js,Select Batch No,选择批号
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py,Invalid {0}: {1},无效的{0}：{1}
,GSTR-1,GSTR-1
DocType: Fee Validity,Reference Inv,参考文献
DocType: Sales Invoice Advance,Advance Amount,预付款总额
DocType: Manufacturing Settings,Capacity Planning,容量规划
DocType: Supplier Quotation,Rounding Adjustment (Company Currency,四舍五入调整（公司货币）
DocType: Asset,Policy number,保单号码
apps/erpnext/erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py,'From Date' is required,“起始日期”是必需的
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js,Assign to Employees,分配给员工
DocType: Bank Transaction,Reference Number,参考号码
DocType: Employee,New Workplace,新工作地点
DocType: Retention Bonus,Retention Bonus,持续服务奖
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,Material Consumption,材料消耗
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity_list.js,Set as Closed,设置为关闭
apps/erpnext/erpnext/stock/get_item_details.py,No Item with Barcode {0},没有条码为{0}的物料
DocType: Normal Test Items,Require Result Value,需要结果值
DocType: Purchase Invoice,Pricing Rules,定价规则
DocType: Item,Show a slideshow at the top of the page,在页面顶部显示幻灯片
DocType: Tax Withholding Rate,Tax Withholding Rate,税收预扣税率
DocType: Pricing Rule,Max Amt,Max Amt
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,Boms,物料清单
apps/erpnext/erpnext/stock/doctype/item/item.py,Stores,仓库
DocType: Project Type,Projects Manager,工程经理
DocType: Serial No,Delivery Time,交货时间
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js,Ageing Based On,账龄基于
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.py,Appointment cancelled,约定被取消
DocType: Item,End of Life,寿命结束
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Travel,出差
DocType: Student Report Generation Tool,Include All Assessment Group,包括所有评估小组
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,No active or default Salary Structure found for employee {0} for the given dates,发现员工{0}对于给定的日期没有活动或默认的薪资结构
DocType: Leave Block List,Allow Users,允许用户(多个)
DocType: Purchase Order,Customer Mobile No,客户手机号码
DocType: Leave Type,Calculated in days,以天计算
DocType: Call Log,Received By,收到的
DocType: Cash Flow Mapping Template Details,Cash Flow Mapping Template Details,现金流量映射模板细节
apps/erpnext/erpnext/config/non_profit.py,Loan Management,贷款管理
DocType: Cost Center,Track separate Income and Expense for product verticals or divisions.,跟踪独立收入和支出进行产品垂直或部门。
DocType: Rename Tool,Rename Tool,重命名工具
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.js,Update Cost,更新成本
DocType: Item Reorder,Item Reorder,物料重新排序
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,GSTR3B-Form,GSTR3B表格
DocType: Sales Invoice,Mode of Transport,交通方式
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js,Show Salary Slip,显示工资单
apps/erpnext/erpnext/stock/doctype/material_request/material_request.js,Transfer Material,转移材料
DocType: Fees,Send Payment Request,发送付款申请
DocType: Travel Request,Any other details,任何其他细节
DocType: Water Analysis,Origin,起源
apps/erpnext/erpnext/controllers/status_updater.py,This document is over limit by {0} {1} for item {4}. Are you making another {3} against the same {2}?,这份文件超过对于项{4}的{0} {1}的限制。你在做针对同一的{2}另一个{3}？
apps/erpnext/erpnext/public/js/controllers/transaction.js,Please set recurring after saving,请设置保存后复发
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Select change amount account,选择零钱科目
DocType: Purchase Invoice,Price List Currency,价格清单货币
DocType: Naming Series,User must always select,用户必须始终选择
DocType: Stock Settings,Allow Negative Stock,允许负库存
DocType: Installation Note,Installation Note,安装通知单
apps/erpnext/erpnext/stock/report/stock_ageing/stock_ageing.js,Show Warehouse-wise Stock,显示仓库库存
DocType: Soil Texture,Clay,粘土
DocType: Course Topic,Topic,话题
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py,Cash Flow from Financing,融资现金流
DocType: Budget Account,Budget Account,预算科目
DocType: Quality Inspection,Verified By,认证
DocType: Travel Request,Name of Organizer,主办单位名称
apps/erpnext/erpnext/setup/doctype/company/company.py,"Cannot change company's default currency, because there are existing transactions. Transactions must be cancelled to change the default currency.",因为已有交易不能改变公司的默认货币，请先取消交易。
DocType: Cash Flow Mapping,Is Income Tax Liability,是所得税责任
DocType: Grading Scale Interval,Grade Description,等级说明
DocType: Clinical Procedure,Is Invoiced,已开票
apps/erpnext/erpnext/setup/doctype/company/company.js,Create Tax Template,创建税务模板
DocType: Stock Entry,Purchase Receipt No,采购收据号码
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Earnest Money,保证金
DocType: Sales Invoice, Shipping Bill Number,运费清单号码
apps/erpnext/erpnext/projects/doctype/timesheet/timesheet.js,Create Salary Slip,建立工资单
apps/erpnext/erpnext/stock/doctype/item/item_dashboard.py,Traceability,可追溯性
DocType: Asset Maintenance Log,Actions performed,已执行的操作
DocType: Cash Flow Mapper,Section Leader,科长
DocType: Sales Invoice,Transport Receipt No,运输收据编号
DocType: Quiz Activity,Pass,通过
apps/erpnext/erpnext/accounts/doctype/account/account_tree.js,Please add the account to root level Company - ,请将帐户添加到根级公司 -
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Source of Funds (Liabilities),资金来源（负债）
apps/erpnext/erpnext/assets/doctype/asset_movement/asset_movement.py,Source and Target Location cannot be same,源和目标位置不能相同
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Quantity in row {0} ({1}) must be same as manufactured quantity {2},行{0}中的数量({1})必须等于生产数量{2}
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,"Difference Account must be a Asset/Liability type account, since this Stock Entry is an Opening Entry",差异账户必须是资产/负债类型账户，因为此股票分录是开仓分录
DocType: Supplier Scorecard Scoring Standing,Employee,员工
DocType: Bank Guarantee,Fixed Deposit Number,定期存款编号
DocType: Asset Repair,Failure Date,失败日期
DocType: Support Search Source,Result Title Field,结果标题字段
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Call Summary,呼叫摘要
DocType: Sample Collection,Collected Time,收集时间
DocType: Employee Skill Map,Employee Skills,员工技能
apps/erpnext/erpnext/hr/report/vehicle_expenses/vehicle_expenses.py,Fuel Expense,燃料费用
DocType: Company,Sales Monthly History,销售月历
apps/erpnext/erpnext/regional/italy/utils.py,Please set at least one row in the Taxes and Charges Table,请在“税费和收费表”中至少设置一行
DocType: Asset Maintenance Task,Next Due Date,下一个到期日
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Select Batch,选择批次
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,{0} {1} is fully billed,{0} {1}已完全开票
apps/erpnext/erpnext/healthcare/doctype/patient/patient.js,Vital Signs,生命体征
DocType: Payment Entry,Payment Deductions or Loss,付款扣除或损失
DocType: Soil Analysis,Soil Analysis Criterias,土壤分析标准
apps/erpnext/erpnext/config/settings.py,Standard contract terms for Sales or Purchase.,销售或采购的标准合同条款。
apps/erpnext/erpnext/manufacturing/page/bom_comparison_tool/bom_comparison_tool.js,Rows Removed in {0},在{0}中删除的行
DocType: Shift Type,Begin check-in before shift start time (in minutes),在班次开始时间（以分钟为单位）开始办理登机手续
DocType: BOM Item,Item operation,物品操作
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py,Group by Voucher,基于凭证分组
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.js,Are you sure you want to cancel this appointment?,你确定要取消这个预约吗？
DocType: Hotel Room Pricing Package,Hotel Room Pricing Package,酒店房间价格套餐
apps/erpnext/erpnext/selling/page/sales_funnel/sales_funnel.js,Sales Pipeline,销售渠道
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,Please set default account in Salary Component {0},请在薪资组件设置默认科目{0}
apps/erpnext/erpnext/templates/form_grid/material_request_grid.html,Required On,要求在
DocType: Rename Tool,File to Rename,文件重命名
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.py,Please select BOM for Item in Row {0},请为第{0}行的物料指定物料清单
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.js,Fetch Subscription Updates,获取订阅更新
apps/erpnext/erpnext/accounts/doctype/mode_of_payment/mode_of_payment.py,Account {0} does not match with Company {1} in Mode of Account: {2},科目{0}与科目模式{2}中的公司{1}不符
apps/erpnext/erpnext/controllers/buying_controller.py,Specified BOM {0} does not exist for Item {1},物料{1}不存在于指定的BOM{0}
apps/erpnext/erpnext/education/doctype/student_report_generation_tool/student_report_generation_tool.html,Course: ,课程：
DocType: Soil Texture,Sandy Loam,桑迪Loam
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Maintenance Schedule {0} must be cancelled before cancelling this Sales Order,取消此销售订单前必须取消维护计划{0}
apps/erpnext/erpnext/education/doctype/student/student_dashboard.py,Student LMS Activity,学生LMS活动
DocType: POS Profile,Applicable for Users,适用于用户
DocType: Supplier Quotation,PUR-SQTN-.YYYY.-,PUR-SQTN-.YYYY.-
apps/erpnext/erpnext/projects/doctype/project/project.js,Set Project and all Tasks to status {0}?,将项目和所有任务设置为状态{0}？
DocType: Purchase Invoice,Set Advances and Allocate (FIFO),设置进度和分配（FIFO）
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.py,No Work Orders created,没有创建工单
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Salary Slip of employee {0} already created for this period,这一时期员工的工资单{0}已创建
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Pharmaceutical,医药
apps/erpnext/erpnext/hr/doctype/leave_encashment/leave_encashment.py,You can only submit Leave Encashment for a valid encashment amount,假期折现的折现金额不正确
apps/erpnext/erpnext/public/js/hub/pages/SellerItems.vue,Items by ,项目由
