DocType: Accounting Period,Period Name,Nom de période
DocType: Work Order Operation,Planned Start Time,Heure de Début Prévue
DocType: Course,Assessment,Évaluation
DocType: Payment Entry Reference,Allocated,Alloué
apps/erpnext/erpnext/config/accounting.py,Close Balance Sheet and book Profit or Loss.,Clôturer Bilan et Compte de Résultats.
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,ERPNext could not find any matching payment entry,ERPNext n&#39;a trouvé aucune entrée de paiement correspondante
DocType: Student Applicant,Application Status,État de la Demande
DocType: Additional Salary,Salary Component Type,Type de composant salarial
DocType: Sensitivity Test Items,Sensitivity Test Items,Articles de test de sensibilité
DocType: Website Attribute,Website Attribute,Attribut de site Web
DocType: Project Update,Project Update,Mise à jour du projet
DocType: Fees,Fees,Honoraires
DocType: Currency Exchange,Specify Exchange Rate to convert one currency into another,Spécifier le Taux de Change pour convertir une monnaie en une autre
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Quotation {0} is cancelled,Devis {0} est annulée
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html,Total Outstanding Amount,Encours Total
DocType: Sales Partner,Targets,Cibles
apps/erpnext/erpnext/regional/report/fichier_des_ecritures_comptables_[fec]/fichier_des_ecritures_comptables_[fec].js,Please register the SIREN number in the company information file,Veuillez enregistrer le numéro SIREN dans la fiche d'information de la société
DocType: Quality Action Table,Responsible,Responsable
DocType: Email Digest,Sales Orders to Bill,Commandes de vente à facture
DocType: Price List,Price List Master,Données de Base des Listes de Prix
DocType: GST Account,CESS Account,Compte CESS
DocType: Sales Person,All Sales Transactions can be tagged against multiple **Sales Persons** so that you can set and monitor targets.,Toutes les Transactions de Vente peuvent être assignées à plusieurs **Commerciaux** pour configurer et surveiller les objectifs.
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Link to Material Request,Lien vers la demande de matériel
DocType: Quiz,Score out of 100,Score sur 100
apps/erpnext/erpnext/templates/pages/help.html,Forum Activity,Activité du forum
DocType: Quiz,Grading Basis,Base de classement
apps/erpnext/erpnext/selling/report/pending_so_items_for_purchase_request/pending_so_items_for_purchase_request.py,S.O. No.,S.O. N°.
DocType: Bank Statement Transaction Settings Item,Bank Statement Transaction Settings Item,Paramètre de transaction bancaire
apps/erpnext/erpnext/hr/utils.py,To date can not greater than employee's relieving date,La date de fin ne peut pas dépasser la date de libération de l'employé
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py,Please create Customer from Lead {0},Veuillez créer un Client à partir du Prospect {0}
apps/erpnext/erpnext/healthcare/page/patient_history/patient_history.html,Select Patient,Sélectionnez le Patient
DocType: Price List,Applicable for Countries,Applicable pour les Pays
DocType: Supplier Scorecard Scoring Variable,Parameter Name,Nom du Paramètre
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,Only Leave Applications with status 'Approved' and 'Rejected' can be submitted,Seules les Demandes de Congés avec le statut 'Appouvée' ou 'Rejetée' peuvent être soumises
apps/erpnext/erpnext/accounts/doctype/accounting_dimension/accounting_dimension.py,Creating Dimensions...,Créer des dimensions ...
apps/erpnext/erpnext/education/doctype/student_group_creation_tool/student_group_creation_tool.py,Student Group Name is mandatory in row {0},Nom du Groupe d'Étudiant est obligatoire dans la ligne {0}
DocType: Homepage,Products to be shown on website homepage,Produits destinés à être affichés sur la page d’accueil du site web
DocType: HR Settings,Password Policy,Politique de mot de passe
apps/erpnext/erpnext/setup/doctype/customer_group/customer_group.js,This is a root customer group and cannot be edited.,C’est un groupe de clients racine qui ne peut être modifié.
DocType: Student,AB-,AB-
apps/erpnext/erpnext/manufacturing/doctype/job_card/job_card.py,Total completed qty must be greater than zero,La quantité totale complétée doit être supérieure à zéro
DocType: Budget,Action if Accumulated Monthly Budget Exceeded on PO,Mesure à prendre si le budget mensuel accumulé a été dépassé avec les bons de commande d'achat
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,To Place,Ville (Destination)
DocType: Stock Entry,Stock Entry (Outward GIT),Entrée de stock (GIT sortant)
DocType: Exchange Rate Revaluation,Exchange Rate Revaluation,Réévaluation du taux de change
DocType: POS Profile,Ignore Pricing Rule,Ignorez Règle de Prix
DocType: Employee Education,Graduate,Diplômé
DocType: Leave Block List,Block Days,Bloquer les Jours
apps/erpnext/erpnext/accounts/doctype/shipping_rule/shipping_rule.py,"Shipping Address does not have country, which is required for this Shipping Rule","L&#39;adresse de livraison n&#39;a pas de pays, ce qui est requis pour cette règle d&#39;expédition"
DocType: Journal Entry,Excise Entry,Écriture d'Accise
DocType: Bank,Bank Transaction Mapping,Cartographie des transactions bancaires
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Warning: Sales Order {0} already exists against Customer's Purchase Order {1},Attention : La Commande Client {0} existe déjà pour le Bon de Commande du Client {1}
DocType: Terms and Conditions,"Standard Terms and Conditions that can be added to Sales and Purchases.

Examples:

1. Validity of the offer.
1. Payment Terms (In Advance, On Credit, part advance etc).
1. What is extra (or payable by the Customer).
1. Safety / usage warning.
1. Warranty if any.
1. Returns Policy.
1. Terms of shipping, if applicable.
1. Ways of addressing disputes, indemnity, liability, etc.
1. Address and Contact of your Company.","Termes et Conditions Standard qui peuvent être ajoutés aux Ventes et Achats.

Exemples : 

1. Validité de l'offre.
2. Conditions de paiement (À l'Avance, À Crédit, une partie en avance, etc).
3. Qu'est-ce qui est en supplément (ou à payer par le Client).
3. Avertissement d'utilisation / de sécurité.
4. Garantie, le cas échéant.
5. Politique de Retour.
6. Conditions de Livraison, le cas échéant.
7. Règlement des litiges, indemnisation, responsabilité, etc. 
8. Adresse et Contact de votre Société."
DocType: Homepage Section,Section Based On,Section basée sur
DocType: Shopping Cart Settings,Show Apply Coupon Code,Afficher appliquer le code de coupon
DocType: Issue,Issue Type,Type de ticket
DocType: Attendance,Leave Type,Type de Congé
DocType: Purchase Invoice,Supplier Invoice Details,Détails de la Facture du Fournisseur
DocType: Agriculture Task,Ignore holidays,Ignorer les vacances
apps/erpnext/erpnext/accounts/doctype/coupon_code/coupon_code.js,Add/Edit Coupon Conditions,Ajouter / Modifier les conditions du coupon
apps/erpnext/erpnext/controllers/stock_controller.py,Expense / Difference account ({0}) must be a 'Profit or Loss' account,Compte de Charge / d'Écart ({0}) doit être un Compte «de Résultat»
DocType: Stock Entry Detail,Stock Entry Child,Entrée de stock enfant
DocType: Project,Copied From,Copié Depuis
apps/erpnext/erpnext/projects/doctype/timesheet/timesheet.py,Invoice already created for all billing hours,Facture déjà créée pour toutes les heures facturées
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Name error: {0},Erreur de Nom: {0}
DocType: Healthcare Service Unit Type,Item Details,Détails d&#39;article
DocType: Cash Flow Mapping,Is Finance Cost,Est un coût financier
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py,Attendance for employee {0} is already marked,La présence de l'employé {0} est déjà marquée
DocType: Packing Slip,If more than one package of the same type (for print),Si plus d'un paquet du même type (pour l'impression)
apps/erpnext/erpnext/restaurant/doctype/restaurant_order_entry/restaurant_order_entry.py,Please set default customer in Restaurant Settings,Veuillez définir le client par défaut dans les paramètres du restaurant
,Salary Register,Registre du Salaire
DocType: Company,Default warehouse for Sales Return,Magasin par défaut pour retour de vente
DocType: Pick List,Parent Warehouse,Entrepôt Parent
DocType: Subscription,Net Total,Total Net
apps/erpnext/erpnext/stock/doctype/batch/batch.py,"Set item's shelf life in days, to set expiry based on manufacturing date plus shelf-life.","Définissez la durée de conservation de l&#39;article en jours, pour définir l&#39;expiration en fonction de la date de fabrication et de la durée de conservation."
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Default BOM not found for Item {0} and Project {1},La LDM par défaut n'a pas été trouvée pour l'Article {0} et le Projet {1}
apps/erpnext/erpnext/regional/italy/utils.py,Row {0}: Please set the Mode of Payment in Payment Schedule,Ligne {0}: Veuillez définir le mode de paiement dans le calendrier de paiement.
apps/erpnext/erpnext/config/non_profit.py,Define various loan types,Définir différents types de prêts
DocType: Bin,FCFS Rate,Montant PAPS
DocType: Bank Statement Transaction Invoice Item,Outstanding Amount,Montant dû
apps/erpnext/erpnext/templates/generators/bom.html,Time(in mins),Temps (en min)
DocType: Task,Working,Travail en cours
DocType: Stock Ledger Entry,Stock Queue (FIFO),File d'Attente du Stock (FIFO)
DocType: Homepage Section,Section HTML,Section HTML
apps/erpnext/erpnext/public/js/setup_wizard.js,Financial Year,Exercice Financier
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py,{0} does not belong to Company {1},{0} n'appartient pas à la Société {1}
apps/erpnext/erpnext/buying/doctype/supplier_scorecard_period/supplier_scorecard_period.py,Could not solve criteria score function for {0}. Make sure the formula is valid.,Impossible de résoudre la fonction de score de critères pour {0}. Assurez-vous que la formule est valide.
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py,Cost as on,Coût à partir de
DocType: Healthcare Settings,Out Patient Settings,Paramètres de Patients Externes
DocType: Account,Round Off,Arrondi
DocType: Service Level Priority,Resolution Time,Temps de résolution
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Quantity must be positive,La quantité doit être positive
DocType: Job Card,Requested Qty,Qté Demandée
apps/erpnext/erpnext/accounts/doctype/share_transfer/share_transfer.py,The fields From Shareholder and To Shareholder cannot be blank,Les champs 'De l'actionnaire' et 'A l'actionnaire' ne peuvent pas être vides
DocType: Cashier Closing,Cashier Closing,Fermeture de la caisse
DocType: Tax Rule,Use for Shopping Cart,Utiliser pour le Panier
DocType: Homepage,Homepage Slideshow,Diaporama de la page d&#39;accueil
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Select Serial Numbers,Sélectionnez les Numéros de Série
DocType: BOM Item,Scrap %,% de Rebut
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js,"Charges will be distributed proportionately based on item qty or amount, as per your selection","Les frais seront distribués proportionnellement à la qté ou au montant de l'article, selon votre sélection"
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js,Create Supplier Quotation,Créer une offre fournisseur
DocType: Travel Request,Require Full Funding,Nécessite un financement complet
DocType: Maintenance Visit,Purposes,Objets
DocType: Stock Entry,MAT-STE-.YYYY.-,MAT-STE-.YYYY.-
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,Atleast one item should be entered with negative quantity in return document,Au moins un article doit être saisi avec quantité négative dans le document de retour
DocType: Shift Type,Grace Period Settings For Auto Attendance,Paramètres de période de grâce pour l&#39;assistance automatique
apps/erpnext/erpnext/manufacturing/doctype/workstation/workstation.py,"Operation {0} longer than any available working hours in workstation {1}, break down the operation into multiple operations","Opération {0} plus longue que toute heure de travail disponible dans la station de travail {1}, veuillez séparer l'opération en plusieurs opérations"
DocType: Membership,Membership Status,Statut d&#39;adhésion
DocType: Travel Itinerary,Lodging Required,Hébergement requis
DocType: Promotional Scheme,Price Discount Slabs,Dalles à prix réduit
DocType: Stock Reconciliation Item,Current Serial No,Numéro de série actuel
DocType: Employee,Attendance and Leave Details,Détails de présence et de congés
,BOM Comparison Tool,Outil de comparaison de nomenclature
,Requested,Demandé
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,No Remarks,Aucune Remarque
DocType: Asset,In Maintenance,En maintenance
DocType: Amazon MWS Settings,Click this button to pull your Sales Order data from Amazon MWS.,Cliquez sur ce bouton pour extraire vos données de commande client d&#39;Amazon MWS.
DocType: Vital Signs,Abdomen,Abdomen
apps/erpnext/erpnext/accounts/doctype/exchange_rate_revaluation/exchange_rate_revaluation.py,No outstanding invoices require exchange rate revaluation,Aucune facture en attente ne nécessite une réévaluation du taux de change
DocType: Purchase Invoice,Overdue,En Retard
DocType: Account,Stock Received But Not Billed,Stock Reçus Mais Non Facturés
apps/erpnext/erpnext/accounts/doctype/account/account.py,Root Account must be a group,Le Compte Racine doit être un groupe
DocType: Drug Prescription,Drug Prescription,Prescription Médicale
DocType: Service Level,Support and Resolution,Support et résolution
