DocType: Accounting Period,Period Name,Időszak neve
DocType: C-Form Invoice Detail,Territory,Terület
DocType: Pricing Rule,Apply Rule On Item Code,Alkalmazza a cikk kódját
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py,Please mention no of visits required,Kérjük említse meg a szükséges résztvevők számát
apps/erpnext/erpnext/stock/doctype/quick_stock_balance/quick_stock_balance.js,Stock Balance Report,Készletmérleg-jelentés
DocType: Stock Settings,Default Valuation Method,Alapértelmezett készletérték számítási mód
apps/erpnext/erpnext/education/doctype/program/program_dashboard.py,Fee,Részvételi díj
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.js,Show Cumulative Amount,Összesített összeg megjelenítése
apps/erpnext/erpnext/setup/doctype/company/company.js,Update in progress. It might take a while.,Frissítés folyamatban. Ez eltarthat egy ideig.
DocType: Production Plan Item,Produced Qty,Termelt mennyiség
DocType: Vehicle Log,Fuel Qty,Üzemanyag menny.
DocType: Work Order Operation,Planned Start Time,Tervezett kezdési idő
DocType: Course,Assessment,Értékelés
DocType: Payment Entry Reference,Allocated,Lekötött
apps/erpnext/erpnext/config/accounting.py,Close Balance Sheet and book Profit or Loss.,Záró mérleg és nyereség vagy veszteség könyvelés.
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,ERPNext could not find any matching payment entry,Az ERPNext nem talált megfelelő fizetési bejegyzést
DocType: Student Applicant,Application Status,Jelentkezés állapota
DocType: Additional Salary,Salary Component Type,Fizetési összetevő típusa
DocType: Sensitivity Test Items,Sensitivity Test Items,Érzékenységi vizsgálati tételek
DocType: Website Attribute,Website Attribute,Weboldal-attribútum
DocType: Project Update,Project Update,Projekt téma frissítés
DocType: Fees,Fees,Díjak
DocType: Currency Exchange,Specify Exchange Rate to convert one currency into another,Adja meg az átváltási árfolyamot egy pénznem másikra váltásához
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Quotation {0} is cancelled,{0} ajánlat törölve
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html,Total Outstanding Amount,Teljes fennálló kintlévő összeg
DocType: Sales Partner,Targets,Célok
apps/erpnext/erpnext/regional/report/fichier_des_ecritures_comptables_[fec]/fichier_des_ecritures_comptables_[fec].js,Please register the SIREN number in the company information file,"Kérjük, regisztrálja a SIREN számot a céginformációs fájlban"
DocType: Quality Action Table,Responsible,Felelős
DocType: Email Digest,Sales Orders to Bill,Számlázandó értékesítési megrendelések
DocType: Price List,Price List Master,Árlista törzsadat
DocType: GST Account,CESS Account,CESS számla
DocType: Sales Person,All Sales Transactions can be tagged against multiple **Sales Persons** so that you can set and monitor targets.,"Minden értékesítési tranzakció címkézhető több ** Értékesítő személy** felé, így beállíthat és követhet célokat."
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Link to Material Request,Anyag igényhez társít
DocType: Quiz,Score out of 100,Pontszám a 100-ból
apps/erpnext/erpnext/templates/pages/help.html,Forum Activity,Fórum aktivitás
DocType: Quiz,Grading Basis,Osztályozási alap
apps/erpnext/erpnext/selling/report/pending_so_items_for_purchase_request/pending_so_items_for_purchase_request.py,S.O. No.,VR sz.
DocType: Bank Statement Transaction Settings Item,Bank Statement Transaction Settings Item,Banki kivonat Tranzakció beállítások tétel
apps/erpnext/erpnext/hr/utils.py,To date can not greater than employee's relieving date,"Mai napig nem lehet nagyobb, mint a munkavállalók mentesítési dátuma"
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py,Please create Customer from Lead {0},"Kérjük, hozzon létre Vevőt ebből az Érdeklődésből: {0}"
apps/erpnext/erpnext/healthcare/page/patient_history/patient_history.html,Select Patient,Válasszon Beteget
DocType: Price List,Applicable for Countries,Alkalmazandó ezekhez az Országokhoz
DocType: Supplier Scorecard Scoring Variable,Parameter Name,Paraméter neve
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,Only Leave Applications with status 'Approved' and 'Rejected' can be submitted,"Csak ""Jóváhagyott"" és ""Elutasított"" állapottal rendelkező távollét igényeket lehet benyújtani"
apps/erpnext/erpnext/accounts/doctype/accounting_dimension/accounting_dimension.py,Creating Dimensions...,Méretek létrehozása ...
apps/erpnext/erpnext/education/doctype/student_group_creation_tool/student_group_creation_tool.py,Student Group Name is mandatory in row {0},Diák csoport neve kötelező sorban {0}
DocType: Homepage,Products to be shown on website homepage,Termékek feltüntetett internetes honlapon
DocType: HR Settings,Password Policy,Jelszó házirend
apps/erpnext/erpnext/setup/doctype/customer_group/customer_group.js,This is a root customer group and cannot be edited.,"Ez egy forrás vevőkör csoport, és nem lehet szerkeszteni."
DocType: Student,AB-,AB-
apps/erpnext/erpnext/manufacturing/doctype/job_card/job_card.py,Total completed qty must be greater than zero,A teljes kitöltött mennyiségnek nullánál nagyobbnak kell lennie
DocType: Budget,Action if Accumulated Monthly Budget Exceeded on PO,"Cselekvés, ha a halmozott havi költségkeret meghaladta a PO-t"
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,To Place,A hely
DocType: Stock Entry,Stock Entry (Outward GIT),Készletrész (kifelé mutató GIT)
DocType: Exchange Rate Revaluation,Exchange Rate Revaluation,Árfolyam-átértékelés
DocType: POS Profile,Ignore Pricing Rule,Árképzési szabály figyelmen kívül hagyása
DocType: Employee Education,Graduate,Diplomás
DocType: Leave Block List,Block Days,Zárolási napok
apps/erpnext/erpnext/accounts/doctype/shipping_rule/shipping_rule.py,"Shipping Address does not have country, which is required for this Shipping Rule","A szállítási címnek nincs országa, amely szükséges ehhez a szállítási szabályhoz"
DocType: Journal Entry,Excise Entry,Jövedéki Entry
DocType: Bank,Bank Transaction Mapping,Banki tranzakciók feltérképezése
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Warning: Sales Order {0} already exists against Customer's Purchase Order {1},Figyelmeztetés: Vevői rendelés: {0} már létezik a  {1} Beszerzési megrendeléssel szemben
DocType: Terms and Conditions,"Standard Terms and Conditions that can be added to Sales and Purchases.

Examples:

1. Validity of the offer.
1. Payment Terms (In Advance, On Credit, part advance etc).
1. What is extra (or payable by the Customer).
1. Safety / usage warning.
1. Warranty if any.
1. Returns Policy.
1. Terms of shipping, if applicable.
1. Ways of addressing disputes, indemnity, liability, etc.
1. Address and Contact of your Company.","Általános Szerződési Feltételek az Ertékesítés- és a Beszerzéshez. Példák: 1. Az ajánlat érvényessége. 1. Fizetési feltételek (Előre, Hitelre, részben előre stb.). 1. Mi az extra (vagy a vevő által fizetendő). 1. Biztonsági / használati figyelmeztetést. 1. Garancia, ha van ilyen. 1. Garancia kezelésének irányelve. 1. Szállítási feltételek, ha van ilyen. 1. Viták kezelése, kártérítés, felelősségvállalás, titoktartás stb. 1. Vállalatának címe és kapcsolattartási elérhetősége."
DocType: Homepage Section,Section Based On,Szakasz alapján
DocType: Shopping Cart Settings,Show Apply Coupon Code,A kuponkód alkalmazása
DocType: Issue,Issue Type,Probléma típus
DocType: Attendance,Leave Type,Távollét típusa
DocType: Purchase Invoice,Supplier Invoice Details,Beszállító Számla részletek
DocType: Agriculture Task,Ignore holidays,Ünnepek figyelmen kívül hagyása
apps/erpnext/erpnext/accounts/doctype/coupon_code/coupon_code.js,Add/Edit Coupon Conditions,Kuponfeltételek hozzáadása / szerkesztése
apps/erpnext/erpnext/controllers/stock_controller.py,Expense / Difference account ({0}) must be a 'Profit or Loss' account,"Költség / Különbség számla ({0}) ,aminek ""Nyereség és Veszteség""  számlának kell lennie"
DocType: Stock Entry Detail,Stock Entry Child,Stock Entry gyermek
DocType: Project,Copied From,Innen másolt
apps/erpnext/erpnext/projects/doctype/timesheet/timesheet.py,Invoice already created for all billing hours,Összes számlázási órához már létrehozta a számlát
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Name error: {0},Név hiba: {0}
DocType: Healthcare Service Unit Type,Item Details,Elem Részletek
DocType: Cash Flow Mapping,Is Finance Cost,Ez pénzügyi költség
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py,Attendance for employee {0} is already marked,A {0} alkalmazott már megjelölt a részvételin
DocType: Packing Slip,If more than one package of the same type (for print),Ha egynél több csomag azonos típusból (nyomtatáshoz)
apps/erpnext/erpnext/restaurant/doctype/restaurant_order_entry/restaurant_order_entry.py,Please set default customer in Restaurant Settings,Állítsa be az alapértelmezett fogyasztót az étterem beállításai között
,Salary Register,Bér regisztráció
DocType: Company,Default warehouse for Sales Return,Alapértelmezett raktár az értékesítés visszatéréséhez
DocType: Pick List,Parent Warehouse,Fő Raktár
DocType: Subscription,Net Total,Nettó összesen
apps/erpnext/erpnext/stock/doctype/batch/batch.py,"Set item's shelf life in days, to set expiry based on manufacturing date plus shelf-life.","Állítsa be az elem eltarthatósági idejét napokban, hogy a lejáratot a gyártás dátuma és az eltarthatóság alapján állítsa be."
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Default BOM not found for Item {0} and Project {1},Az alapértelmezett anyagjegyz BOM nem található erre a tételre: {0} és Projektre: {1}
apps/erpnext/erpnext/regional/italy/utils.py,Row {0}: Please set the Mode of Payment in Payment Schedule,"{0} sor: Kérjük, állítsa be a fizetési módot a fizetési ütemezésben"
apps/erpnext/erpnext/config/non_profit.py,Define various loan types,Határozza meg a különböző hiteltípusokat
DocType: Bin,FCFS Rate,Érkezési sorrend szerinti kiszolgálás FCFS ár
DocType: Bank Statement Transaction Invoice Item,Outstanding Amount,Fennálló kinntlévő negatív összeg
apps/erpnext/erpnext/templates/generators/bom.html,Time(in mins),Idő (percekben)
DocType: Task,Working,Folyamatban
DocType: Stock Ledger Entry,Stock Queue (FIFO),Készlet  folyamat (FIFO)
DocType: Homepage Section,Section HTML,HTML szakasz
apps/erpnext/erpnext/public/js/setup_wizard.js,Financial Year,Pénzügyi év
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py,{0} does not belong to Company {1},{0} nem tartozik az  {1} vállalathoz
apps/erpnext/erpnext/buying/doctype/supplier_scorecard_period/supplier_scorecard_period.py,Could not solve criteria score function for {0}. Make sure the formula is valid.,"Nem sikerült megoldani az értékelési pontszámot erre:  {0}. Győződjön meg arról, hogy a képlet érvényes."
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py,Cost as on,Költség ezen
DocType: Healthcare Settings,Out Patient Settings,Betegen kívüli beállítások
DocType: Account,Round Off,Összegyűjt
DocType: Service Level Priority,Resolution Time,Felbontási idő
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Quantity must be positive,Mennyiségnek pozitívnak kell lennie
DocType: Job Card,Requested Qty,Kért Mennyiség
apps/erpnext/erpnext/accounts/doctype/share_transfer/share_transfer.py,The fields From Shareholder and To Shareholder cannot be blank,A részvényes tulajdonostól és a a részvényes tulajdonosig mezők nem lehetnek üresek
DocType: Cashier Closing,Cashier Closing,Pénztár zárása
DocType: Tax Rule,Use for Shopping Cart,Kosár használja
DocType: Homepage,Homepage Slideshow,Honlap Diavetítés
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Select Serial Numbers,Válasszon sorozatszámokat
DocType: BOM Item,Scrap %,Hulladék %
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js,"Charges will be distributed proportionately based on item qty or amount, as per your selection","Díjak arányosan kerülnek kiosztásra a tétel mennyiség vagy összegei alapján, a kiválasztása szerint"
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js,Create Supplier Quotation,Hozzon létre beszállítói ajánlatot
DocType: Travel Request,Require Full Funding,Teljes finanszírozást igényel
DocType: Maintenance Visit,Purposes,Célok
DocType: Stock Entry,MAT-STE-.YYYY.-,MAT-STE-.YYYY.-
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,Atleast one item should be entered with negative quantity in return document,Legalább egy tételt kell beírni a negatív mennyiséggel a visszatérő dokumentumba
DocType: Shift Type,Grace Period Settings For Auto Attendance,A türelmi idő beállításai az automatikus jelenléthez
apps/erpnext/erpnext/manufacturing/doctype/workstation/workstation.py,"Operation {0} longer than any available working hours in workstation {1}, break down the operation into multiple operations","Működés {0} hosszabb, mint bármely rendelkezésre álló munkaidő a munkaállomáson {1}, bontsa le a műveletet  több műveletre"
DocType: Membership,Membership Status,Tagsági állapota
DocType: Travel Itinerary,Lodging Required,Szállás szükséges
DocType: Promotional Scheme,Price Discount Slabs,Ár kedvezményes táblák
DocType: Stock Reconciliation Item,Current Serial No,Aktuális sorozatszám
DocType: Employee,Attendance and Leave Details,Részvétel és részvételi részletek
,BOM Comparison Tool,BOM összehasonlító eszköz
,Requested,Igényelt
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,No Remarks,Nincs megjegyzés
DocType: Asset,In Maintenance,Karbantartás alatt
DocType: Amazon MWS Settings,Click this button to pull your Sales Order data from Amazon MWS.,Kattintson erre a gombra a Sales Order adatait az Amazon MWS-ből.
DocType: Vital Signs,Abdomen,Has
apps/erpnext/erpnext/accounts/doctype/exchange_rate_revaluation/exchange_rate_revaluation.py,No outstanding invoices require exchange rate revaluation,A fennálló számlák nem igénylik árfolyam-újraértékelést
DocType: Purchase Invoice,Overdue,Lejárt
DocType: Account,Stock Received But Not Billed,"Raktárra érkezett, de nem számlázták"
apps/erpnext/erpnext/accounts/doctype/account/account.py,Root Account must be a group,Root Figyelembe kell lennie egy csoportja
DocType: Drug Prescription,Drug Prescription,Gyógyszerkönyv
