DocType: Accounting Period,Period Name,ชื่อช่วงเวลา
DocType: BOM Item,Item operation,การทำงานของรายการ
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py,Group by Voucher,จัดกลุ่มตาม Voucher
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.js,Are you sure you want to cancel this appointment?,คุณแน่ใจหรือว่าต้องการยกเลิกการนัดหมายนี้
DocType: Hotel Room Pricing Package,Hotel Room Pricing Package,ราคาห้องพัก
apps/erpnext/erpnext/selling/page/sales_funnel/sales_funnel.js,Sales Pipeline,ท่อขาย
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,Please set default account in Salary Component {0},กรุณาตั้งค่าบัญชีเริ่มต้นเงินเดือนตัวแทน {0}
apps/erpnext/erpnext/templates/form_grid/material_request_grid.html,Required On,ต้องใช้ใน
DocType: Rename Tool,File to Rename,การเปลี่ยนชื่อไฟล์
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.py,Please select BOM for Item in Row {0},กรุณาเลือก BOM สำหรับสินค้าในแถว {0}
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.js,Fetch Subscription Updates,เรียกข้อมูลอัปเดตการสมัครสมาชิก
apps/erpnext/erpnext/accounts/doctype/mode_of_payment/mode_of_payment.py,Account {0} does not match with Company {1} in Mode of Account: {2},บัญชี {0} ไม่ตรงกับ บริษัท {1} ในโหมดบัญชี: {2}
apps/erpnext/erpnext/controllers/buying_controller.py,Specified BOM {0} does not exist for Item {1},ระบุ BOM {0} ไม่อยู่สำหรับรายการ {1}
apps/erpnext/erpnext/education/doctype/student_report_generation_tool/student_report_generation_tool.html,Course: ,หลักสูตร:
DocType: Soil Texture,Sandy Loam,Sandy Loam
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Maintenance Schedule {0} must be cancelled before cancelling this Sales Order,ตาราง การบำรุงรักษา {0} ต้อง ถูกยกเลิก ก่อนที่จะ ยกเลิกการ สั่งซื้อการขาย นี้
apps/erpnext/erpnext/education/doctype/student/student_dashboard.py,Student LMS Activity,กิจกรรมนักศึกษา LMS
DocType: POS Profile,Applicable for Users,ใช้ได้สำหรับผู้ใช้
DocType: Supplier Quotation,PUR-SQTN-.YYYY.-,PUR-SQTN-.YYYY.-
apps/erpnext/erpnext/projects/doctype/project/project.js,Set Project and all Tasks to status {0}?,ตั้งค่าโปรเจ็กต์และภารกิจทั้งหมดเป็นสถานะ {0}?
DocType: Purchase Invoice,Set Advances and Allocate (FIFO),ตั้งค่าความก้าวหน้าและจัดสรร (FIFO)
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.py,No Work Orders created,ไม่มีการสร้างใบสั่งงาน
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Salary Slip of employee {0} already created for this period,สลิปเงินเดือนของพนักงาน {0} สร้างไว้แล้วสำหรับช่วงเวลานี้
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Pharmaceutical,เภสัชกรรม
apps/erpnext/erpnext/hr/doctype/leave_encashment/leave_encashment.py,You can only submit Leave Encashment for a valid encashment amount,คุณสามารถส่ง Leave Encashment ได้เพียงจำนวนเงินที่ถูกต้องเท่านั้น
apps/erpnext/erpnext/public/js/hub/pages/SellerItems.vue,Items by ,รายการโดย
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py,Cost of Purchased Items,ค่าใช้จ่ายของรายการที่ซื้อ
DocType: Employee Separation,Employee Separation Template,เทมเพลตการแบ่งแยกลูกจ้าง
DocType: Selling Settings,Sales Order Required,สั่งซื้อยอดขายที่ต้องการ
apps/erpnext/erpnext/public/js/hub/marketplace.js,Become a Seller,มาเป็นผู้ขาย
,Procurement Tracker,ติดตามการจัดซื้อ
DocType: Purchase Invoice,Credit To,เครดิต
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,ITC Reversed,ITC กลับรายการ
apps/erpnext/erpnext/erpnext_integrations/doctype/plaid_settings/plaid_connector.py,Plaid authentication error,ข้อผิดพลาดการตรวจสอบลายสก๊อต
apps/erpnext/erpnext/selling/page/sales_funnel/sales_funnel.py,Active Leads / Customers,นำไปสู่การใช้ / ลูกค้า
DocType: Delivery Settings,Leave blank to use the standard Delivery Note format,เว้นว่างไว้เพื่อใช้รูปแบบการจัดส่งแบบมาตรฐาน
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.py,Fiscal Year End Date should be one year after Fiscal Year Start Date,วันที่สิ้นสุดปีบัญชีควรเป็นหนึ่งปีหลังจากวันที่เริ่มต้นปีบัญชี
DocType: Employee Education,Post Graduate,หลังจบการศึกษา
DocType: Quality Meeting,Agenda,ระเบียบวาระการประชุม
DocType: Maintenance Schedule Detail,Maintenance Schedule Detail,รายละเอียดกำหนดการซ่อมบำรุง
DocType: Supplier Scorecard,Warn for new Purchase Orders,เตือนคำสั่งซื้อใหม่
DocType: Quality Inspection Reading,Reading 9,อ่าน 9
apps/erpnext/erpnext/config/integrations.py,Connect your Exotel Account to ERPNext and track call logs,เชื่อมต่อบัญชี Exotel ของคุณกับ ERPNext และติดตามบันทึกการโทร
DocType: Supplier,Is Frozen,ถูกแช่แข็ง
DocType: Tally Migration,Processed Files,ไฟล์ประมวลผล
apps/erpnext/erpnext/stock/utils.py,Group node warehouse is not allowed to select for transactions,คลังสินค้าโหนดกลุ่มไม่ได้รับอนุญาตให้เลือกสำหรับการทำธุรกรรม
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,Accounting Dimension <b>{0}</b> is required for 'Balance Sheet' account {1}.,จำเป็นต้องใช้มิติการบัญชี <b>{0}</b> สำหรับบัญชี &#39;งบดุล&#39; {1}
DocType: Buying Settings,Buying Settings,ตั้งค่าการซื้อ
DocType: Stock Entry Detail,BOM No. for a Finished Good Item,หมายเลข BOM สำหรับรายการที่ดีสำเร็จรูป
DocType: Upload Attendance,Attendance To Date,วันที่เข้าร่วมประชุมเพื่อ
DocType: Request for Quotation Supplier,No Quote,ไม่มีข้อความ
DocType: Support Search Source,Post Title Key,คีย์ชื่อเรื่องโพสต์
DocType: Issue,Issue Split From,แยกปัญหาจาก
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,For Job Card,สำหรับบัตรงาน
DocType: Warranty Claim,Raised By,โดยยก
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Prescriptions,ใบสั่งยา
DocType: Payment Gateway Account,Payment Account,บัญชีการชำระเงิน
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Please specify Company to proceed,โปรดระบุ บริษัท ที่จะดำเนินการ
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py,Net Change in Accounts Receivable,เปลี่ยนสุทธิในบัญชีลูกหนี้
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Compensatory Off,ชดเชย ปิด
DocType: Job Applicant,Accepted,ได้รับการยอมรับแล้ว
DocType: POS Closing Voucher,Sales Invoices Summary,สรุปใบกำกับสินค้าการขาย
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,To Party Name,ไปยังชื่อพรรค
