DocType: Accounting Period,Period Name,Име периода
apps/erpnext/erpnext/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Add Time Slots,Адд Тиме Слотс
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,{0} Serial Numbers required for Item {1}. You have provided {2}.,{0} серијски бројеви који су потребни за тачком {1}. Ви сте под условом {2}.
DocType: Stock Reconciliation Item,Current Valuation Rate,Тренутни Процена курс
apps/erpnext/erpnext/accounts/doctype/chart_of_accounts_importer/chart_of_accounts_importer.py,Number of root accounts cannot be less than 4,Број матичних рачуна не може бити мањи од 4
DocType: Training Event,Advance,Адванце
apps/erpnext/erpnext/config/integrations.py,GoCardless payment gateway settings,ГоЦардлесс поставке гатеваи плаћања
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Exchange Gain/Loss,Курсне / Губитак
DocType: Opportunity,Lost Reason,Лост Разлог
DocType: Amazon MWS Settings,Enable Amazon,Омогући Амазон
apps/erpnext/erpnext/controllers/accounts_controller.py,Row #{0}: Account {1} does not belong to company {2},Ред # {0}: Рачун {1} не припада компанији {2}
apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py,Unable to find DocType {0},Не могу да пронађем ДоцТипе {0}
apps/erpnext/erpnext/public/js/templates/address_list.html,New Address,Нова адреса
DocType: Quality Inspection,Sample Size,Величина узорка
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py,Please enter Receipt Document,Молимо унесите документ о пријему
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py,All items have already been invoiced,Све ставке су већ фактурисано
apps/erpnext/erpnext/hr/report/employee_leave_balance_summary/employee_leave_balance_summary.py,Leaves Taken,Леавес Такен
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py,Please specify a valid 'From Case No.',Наведите тачну &#39;Од Предмет бр&#39;
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center_tree.js,Further cost centers can be made under Groups but entries can be made against non-Groups,"Даље трошкова центри могу да буду под групама, али уноса можете извршити над несрпским групама"
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py,Total allocated leaves are more days than maximum allocation of {0} leave type for employee {1} in the period,Укупно додељени листови су више дана од максималне расподеле типа {0} за напуштање запосленог {1} у том периоду
DocType: Branch,Branch,Филијала
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,"Other outward supplies(Nil rated,Exempted)","Остале спољне залихе (Нил, Ослобођено)"
DocType: Soil Analysis,Ca/(K+Ca+Mg),Ца / (К + Ца + Мг)
DocType: Delivery Trip,Fulfillment User,Фулфиллмент Усер
apps/erpnext/erpnext/config/settings.py,Printing and Branding,Печать и брендинг
DocType: Company,Total Monthly Sales,Укупна месечна продаја
DocType: Course Activity,Enrollment,Упис
DocType: Payment Request,Subscription Plans,Планови претплате
DocType: Agriculture Analysis Criteria,Weather,Време
DocType: Bin,Actual Quantity,Стварна Количина
DocType: Shipping Rule,example: Next Day Shipping,Пример: Нект Даи Схиппинг
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py,Serial No {0} not found,Серијски број {0} није пронађен
DocType: Fee Schedule Program,Fee Schedule Program,Програм распоређивања накнада
DocType: Fee Schedule Program,Student Batch,студент партије
DocType: Pricing Rule,Advanced Settings,Напредна подешавања
DocType: Supplier Scorecard Scoring Standing,Min Grade,Мин разреда
DocType: Healthcare Service Unit Type,Healthcare Service Unit Type,Врста јединице за здравствену заштиту
DocType: Training Event Employee,Feedback Submitted,феедбацк Субмиттед
apps/erpnext/erpnext/projects/doctype/project/project.py,You have been invited to collaborate on the project: {0},Позвани сте да сарађују на пројекту: {0}
DocType: Supplier Group,Parent Supplier Group,Родитељска група за снабдевање
DocType: Email Digest,Purchase Orders to Bill,Наруџбе за куповину
apps/erpnext/erpnext/accounts/report/consolidated_financial_statement/consolidated_financial_statement.js,Accumulated Values in Group Company,Акумулиране вредности у групној компанији
DocType: Leave Block List Date,Block Date,Блоцк Дате
DocType: Item,You can use any valid Bootstrap 4 markup in this field. It will be shown on your Item Page.,У овом пољу можете користити било који важећи ознаку Боотстрап 4. То ће бити приказано на вашој страници са ставкама.
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,"Outward taxable supplies(other than zero rated, nil rated and exempted","Потрошачке намирнице које се опорезују спољним путем (осим нулте, нулте и изузете)"
DocType: Crop,Crop,Усев
DocType: Purchase Receipt,Supplier Delivery Note,Напомена за испоруку добављача
apps/erpnext/erpnext/education/doctype/student_admission/templates/student_admission.html,Apply Now,Пријавите се
DocType: Employee Tax Exemption Proof Submission Detail,Type of Proof,Врста доказа
apps/erpnext/erpnext/stock/dashboard/item_dashboard_list.html,Actual Qty {0} / Waiting Qty {1},Ацтуал Кти {0} / Ваитинг Кти {1}
apps/erpnext/erpnext/stock/dashboard/item_dashboard_list.html,Actual Qty {0} / Waiting Qty {1},Ацтуал Кти {0} / Ваитинг Кти {1}
DocType: Purchase Invoice,E-commerce GSTIN,Е-трговина ГСТИН
DocType: Sales Order,Not Delivered,Није Испоручено
,Bank Clearance Summary,Банка Чишћење Резиме
apps/erpnext/erpnext/config/settings.py,"Create and manage daily, weekly and monthly email digests.","Создание и управление ежедневные , еженедельные и ежемесячные дайджесты новостей."
