DocType: Accounting Period,Period Name,Nama Tempoh
DocType: Shopify Settings,Cash Account will used for Sales Invoice creation,Akaun Tunai akan digunakan untuk penciptaan Jualan Invois
DocType: Employee Tax Exemption Declaration Category,Exemption Sub Category,Kategori Sub Pengecualian
DocType: Member,Membership Expiry Date,Keahlian Tarikh Luput
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,{0} must be negative in return document,{0} mesti negatif dalam dokumen pulangan
DocType: Employee Tax Exemption Proof Submission,Submission Date,Tarikh menghantar
,Minutes to First Response for Issues,Minit ke Response Pertama untuk Isu
DocType: Purchase Invoice,Terms and Conditions1,Terma dan Conditions1
apps/erpnext/erpnext/public/js/setup_wizard.js,The name of the institute for which you are setting up this system.,Nama institut yang mana anda menyediakan sistem ini.
DocType: Accounts Settings,"Accounting entry frozen up to this date, nobody can do / modify entry except role specified below.","Catatan Perakaunan dibekukan sehingga tarikh ini, tiada siapa boleh melakukan / mengubah suai kemasukan kecuali yang berperanan seperti di bawah."
apps/erpnext/erpnext/manufacturing/doctype/bom_update_tool/bom_update_tool.js,Latest price updated in all BOMs,Harga terkini dikemas kini dalam semua BOM
DocType: Project User,Project Status,Status projek
DocType: UOM,Check this to disallow fractions. (for Nos),Semak ini untuk tidak membenarkan pecahan. (Untuk Nos)
DocType: Student Admission Program,Naming Series (for Student Applicant),Penamaan Series (untuk Pelajar Pemohon)
apps/erpnext/erpnext/hr/doctype/retention_bonus/retention_bonus.py,Bonus Payment Date cannot be a past date,Tarikh Bayaran Bonus tidak boleh menjadi tarikh yang lalu
DocType: Travel Request,Copy of Invitation/Announcement,Salinan Jemputan / Pengumuman
DocType: Practitioner Service Unit Schedule,Practitioner Service Unit Schedule,Jadual Unit Perkhidmatan Praktisi
DocType: Sales Invoice,Transporter Name,Nama Transporter
DocType: Authorization Rule,Authorized Value,Nilai yang diberi kuasa
DocType: BOM,Show Operations,Show Operasi
,Minutes to First Response for Opportunity,Minit ke Response Pertama bagi Peluang
apps/erpnext/erpnext/hr/report/monthly_attendance_sheet/monthly_attendance_sheet.py,Total Absent,Jumlah Tidak hadir
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Item or Warehouse for row {0} does not match Material Request,Perkara atau Gudang untuk baris {0} tidak sepadan Bahan Permintaan
apps/erpnext/erpnext/hr/report/loan_repayment/loan_repayment.py,Payable Amount,Jumlah yang Dibayar
apps/erpnext/erpnext/buying/report/procurement_tracker/procurement_tracker.py,Unit of Measure,Unit Tindakan
DocType: Fiscal Year,Year End Date,Tahun Tarikh Akhir
DocType: Task Depends On,Task Depends On,Petugas Bergantung Pada
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js,Opportunity,Peluang
DocType: Options,Option,Pilihan
apps/erpnext/erpnext/accounts/general_ledger.py,You can't create accounting entries in the closed accounting period {0},Anda tidak boleh membuat penyertaan perakaunan dalam tempoh perakaunan tertutup {0}
DocType: Operation,Default Workstation,Workstation Default
DocType: Payment Entry,Deductions or Loss,Potongan atau Kehilangan
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,{0} {1} is closed,{0} {1} adalah ditutup
DocType: Email Digest,How frequently?,Berapa kerap?
apps/erpnext/erpnext/education/doctype/fee_schedule/fee_schedule.js,Total Collected: {0},Jumlah Dikumpul: {0}
DocType: Purchase Receipt,Get Current Stock,Dapatkan Saham Semasa
DocType: Purchase Invoice,ineligible,tidak layak
apps/erpnext/erpnext/config/manufacturing.py,Tree of Bill of Materials,Tree Rang Undang-Undang Bahan
DocType: BOM,Exploded Items,Item meletup
DocType: Student,Joining Date,menyertai Tarikh
,Employees working on a holiday,Kakitangan yang bekerja pada hari cuti
,TDS Computation Summary,Ringkasan Pengiraan TDS
DocType: Share Balance,Current State,Keadaan sekarang
apps/erpnext/erpnext/hr/doctype/employee_attendance_tool/employee_attendance_tool.js,Mark Present,Mark Hadir
DocType: Share Transfer,From Shareholder,Dari Pemegang Saham
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Greater Than Amount,Lebih daripada Jumlah
DocType: Project,% Complete Method,% Kaedah Lengkap
apps/erpnext/erpnext/healthcare/setup.py,Drug,Dadah
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py,Maintenance start date can not be before delivery date for Serial No {0},Tarikh mula penyelenggaraan tidak boleh sebelum tarikh penghantaran untuk No Serial {0}
DocType: Work Order,Actual End Date,Tarikh Akhir Sebenar
DocType: Cash Flow Mapping,Is Finance Cost Adjustment,Adalah Pelarasan Kos Kewangan
DocType: BOM,Operating Cost (Company Currency),Kos operasi (Syarikat Mata Wang)
DocType: Authorization Rule,Applicable To (Role),Terpakai Untuk (Peranan)
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application_dashboard.html,Pending Leaves,Meninggalkan Daun
DocType: BOM Update Tool,Replace BOM,Gantikan BOM
apps/erpnext/erpnext/healthcare/doctype/lab_test_template/lab_test_template.py,Code {0} already exist,Kod {0} sudah wujud
DocType: Patient Encounter,Procedures,Prosedur
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.py,Sales orders are not available for production,Pesanan jualan tidak tersedia untuk pengeluaran
DocType: Asset Movement,Purpose,Tujuan
DocType: Company,Fixed Asset Depreciation Settings,Aset Tetap Tetapan Susutnilai
DocType: Item,Will also apply for variants unless overrridden,Juga akan memohon varian kecuali overrridden
DocType: Purchase Invoice,Advances,Pendahuluan
DocType: HR Settings,Hiring Settings,Menyusun Tetapan
DocType: Work Order,Manufacture against Material Request,Mengeluarkan terhadap Permintaan Bahan
apps/erpnext/erpnext/education/report/course_wise_assessment_report/course_wise_assessment_report.html,Assessment Group: ,Kumpulan Penilaian:
DocType: Item Reorder,Request for,Minta
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py,Approving User cannot be same as user the rule is Applicable To,Meluluskan pengguna tidak boleh menjadi sama seperti pengguna peraturan adalah Terpakai Untuk
DocType: Stock Entry Detail,Basic Rate (as per Stock UOM),Kadar asas (seperti Stock UOM)
DocType: SMS Log,No of Requested SMS,Jumlah SMS yang diminta
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Leave Without Pay does not match with approved Leave Application records,Cuti Tanpa Gaji tidak sepadan dengan rekod Cuti Permohonan diluluskan
apps/erpnext/erpnext/setup/page/welcome_to_erpnext/welcome_to_erpnext.html,Next Steps,Langkah seterusnya
apps/erpnext/erpnext/public/js/hub/Sidebar.vue,Saved Items,Item yang disimpan
DocType: Travel Request,Domestic,Domestik
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js,Please supply the specified items at the best possible rates,Sila membekalkan barangan tertentu pada kadar terbaik mungkin
apps/erpnext/erpnext/hr/doctype/employee_transfer/employee_transfer.py,Employee Transfer cannot be submitted before Transfer Date ,Pemindahan Pekerja tidak boleh dikemukakan sebelum Tarikh Pemindahan
DocType: Certification Application,USD,Dolar Amerika
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,Remaining Balance,Baki yang tinggal
DocType: Selling Settings,Auto close Opportunity after 15 days,Auto Peluang dekat selepas 15 hari
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py,Purchase Orders are not allowed for {0} due to a scorecard standing of {1}.,Pesanan Pembelian tidak dibenarkan untuk {0} disebabkan kedudukan kad skor {1}.
apps/erpnext/erpnext/stock/doctype/item/item.py,Barcode {0} is not a valid {1} code,Barcode {0} bukan kod {1} yang sah
apps/erpnext/erpnext/accounts/report/consolidated_financial_statement/consolidated_financial_statement.js,End Year,akhir Tahun
apps/erpnext/erpnext/crm/report/campaign_efficiency/campaign_efficiency.py,Quot/Lead %,Quot / Lead%
apps/erpnext/erpnext/crm/report/campaign_efficiency/campaign_efficiency.py,Quot/Lead %,Quot / Lead%
apps/erpnext/erpnext/hr/doctype/employee/employee.py,Contract End Date must be greater than Date of Joining,Kontrak Tarikh Akhir mesti lebih besar daripada Tarikh Menyertai
DocType: Sales Invoice,Driver,Pemandu
DocType: Vital Signs,Nutrition Values,Nilai pemakanan
DocType: Lab Test Template,Is billable,Boleh ditebus
DocType: Sales Partner,A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,Seorang pengedar pihak ketiga / peniaga / ejen / kenalan / penjual semula yang menjual produk syarikat untuk komisen.
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,{0} against Purchase Order {1},{0} terhadap Permintaan Pembelian {1}
DocType: Patient,Patient Demographics,Demografi Pesakit
DocType: Task,Actual Start Date (via Time Sheet),Tarikh Mula Sebenar (melalui Lembaran Time)
apps/erpnext/erpnext/portal/doctype/homepage/homepage.py,This is an example website auto-generated from ERPNext,Ini adalah laman contoh automatik dihasilkan daripada ERPNext
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js,Ageing Range 1,Range Penuaan 1
DocType: Shopify Settings,Enable Shopify,Dayakan Shopify
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py,Total advance amount cannot be greater than total claimed amount,Jumlah pendahuluan tidak boleh melebihi jumlah yang dituntut
DocType: Purchase Taxes and Charges Template,"Standard tax template that can be applied to all Purchase Transactions. This template can contain list of tax heads and also other expense heads like ""Shipping"", ""Insurance"", ""Handling"" etc.

#### Note

The tax rate you define here will be the standard tax rate for all **Items**. If there are **Items** that have different rates, they must be added in the **Item Tax** table in the **Item** master.

#### Description of Columns

1. Calculation Type: 
    - This can be on **Net Total** (that is the sum of basic amount).
    - **On Previous Row Total / Amount** (for cumulative taxes or charges). If you select this option, the tax will be applied as a percentage of the previous row (in the tax table) amount or total.
    - **Actual** (as mentioned).
2. Account Head: The Account ledger under which this tax will be booked
3. Cost Center: If the tax / charge is an income (like shipping) or expense it needs to be booked against a Cost Center.
4. Description: Description of the tax (that will be printed in invoices / quotes).
5. Rate: Tax rate.
6. Amount: Tax amount.
7. Total: Cumulative total to this point.
8. Enter Row: If based on ""Previous Row Total"" you can select the row number which will be taken as a base for this calculation (default is the previous row).
9. Consider Tax or Charge for: In this section you can specify if the tax / charge is only for valuation (not a part of total) or only for total (does not add value to the item) or for both.
10. Add or Deduct: Whether you want to add or deduct the tax.","Template cukai standard yang boleh diguna pakai untuk semua Transaksi Pembelian. Templat ini boleh mengandungi senarai kepala cukai dan juga kepala perbelanjaan lain seperti &quot;Penghantaran&quot;, &quot;Insurans&quot;, &quot;Pengendalian&quot; dan lain-lain #### Nota Kadar cukai anda tentukan di sini akan menjadi kadar cukai standard untuk semua ** Item * *. Jika terdapat Item ** ** yang mempunyai kadar yang berbeza, mereka perlu ditambah dalam ** Item Cukai ** meja dalam ** ** Item induk. #### Keterangan Kolum 1. Pengiraan Jenis: - Ini boleh menjadi pada ** ** Jumlah bersih (iaitu jumlah jumlah asas). - ** Pada Row Sebelumnya Jumlah / Jumlah ** (untuk cukai atau caj terkumpul). Jika anda memilih pilihan ini, cukai yang akan digunakan sebagai peratusan daripada baris sebelumnya (dalam jadual cukai) amaun atau jumlah. - ** ** Sebenar (seperti yang dinyatakan). 2. Ketua Akaun: The lejar Akaun di mana cukai ini akan ditempah 3. Kos Center: Jika cukai / caj adalah pendapatan (seperti penghantaran) atau perbelanjaan perlu ditempah terhadap PTJ. 4. Keterangan: Keterangan cukai (yang akan dicetak dalam invois / sebut harga). 5. Kadar: Kadar Cukai. 6. Jumlah: Jumlah Cukai. 7. Jumlah: Jumlah terkumpul sehingga hal ini. 8. Masukkan Row: Jika berdasarkan &quot;Row Sebelumnya Jumlah&quot; anda boleh pilih nombor barisan yang akan diambil sebagai asas untuk pengiraan ini (default adalah berturut-turut sebelumnya). 9. Pertimbangkan Cukai atau Caj: Dalam bahagian ini, anda boleh menentukan jika cukai / caj adalah hanya untuk penilaian (bukan sebahagian daripada jumlah) atau hanya untuk jumlah (tidak menambah nilai kepada item) atau kedua-duanya. 10. Tambah atau Tolak: Adakah anda ingin menambah atau memotong cukai."
DocType: Homepage,Homepage,Homepage
DocType: Grant Application,Grant Application Details ,Butiran Permohonan Grant
DocType: Employee Separation,Employee Separation,Pemisahan Pekerja
DocType: BOM Item,Original Item,Item Asal
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,Doc Date,Tarikh Dokumen
apps/erpnext/erpnext/education/doctype/program_enrollment/program_enrollment.py,Fee Records Created - {0},Rekod Bayaran Dibuat - {0}
DocType: Asset Category Account,Asset Category Account,Akaun Kategori Asset
apps/erpnext/erpnext/controllers/item_variant.py,The value {0} is already assigned to an exisiting Item {2}.,Nilai {0} telah ditugaskan ke Item yang ada {2}.
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Row #{0} (Payment Table): Amount must be positive,Baris # {0} (Jadual Pembayaran): Jumlah mestilah positif
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Cannot produce more Item {0} than Sales Order quantity {1},Tidak boleh menghasilkan Perkara lebih {0} daripada kuantiti Sales Order {1}
apps/erpnext/erpnext/accounts/report/gross_and_net_profit_report/gross_and_net_profit_report.py,Nothing is included in gross,Tiada apa-apa termasuk dalam kasar
apps/erpnext/erpnext/regional/india/utils.py,e-Way Bill already exists for this document,Bil e-Way sudah wujud untuk dokumen ini
apps/erpnext/erpnext/stock/doctype/item/item.js,Select Attribute Values,Pilih Nilai Atribut
DocType: Purchase Invoice,Reason For Issuing document,Sebab Pembuat dokumen
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Stock Entry {0} is not submitted,Saham Entry {0} tidak dikemukakan
DocType: Payment Reconciliation,Bank / Cash Account,Akaun Bank / Tunai
DocType: Bank Transaction,ACC-BTN-.YYYY.-,ACC-BTN-.YYYY.-
apps/erpnext/erpnext/crm/doctype/lead/lead.py,Next Contact By cannot be same as the Lead Email Address,Seterusnya Hubungi Dengan tidak boleh menjadi sama seperti Alamat E-mel Lead
DocType: Tax Rule,Billing City,Bandar Bil
apps/erpnext/erpnext/regional/italy/setup.py,Applicable if the company is an Individual or a Proprietorship,Berkenaan jika syarikat itu adalah Individu atau Tuan Rumah
apps/erpnext/erpnext/hr/doctype/employee_checkin/employee_checkin.py,Log Type is required for check-ins falling in the shift: {0}.,Jenis Log diperlukan untuk daftar masuk dalam peralihan: {0}.
DocType: Asset,Manual,manual
DocType: Tally Migration,Is Master Data Processed,Adakah Data Master Diproses
DocType: Salary Component Account,Salary Component Account,Akaun Komponen Gaji
DocType: Global Defaults,Hide Currency Symbol,Menyembunyikan Simbol mata wang
apps/erpnext/erpnext/config/non_profit.py,Donor information.,Maklumat penderma.
apps/erpnext/erpnext/config/accounting.py,"e.g. Bank, Cash, Credit Card","contohnya Bank, Tunai, Kad Kredit"
DocType: Vital Signs,"Normal resting blood pressure in an adult is approximately 120 mmHg systolic, and 80 mmHg diastolic, abbreviated ""120/80 mmHg""","Tekanan darah normal pada orang dewasa adalah kira-kira 120 mmHg sistolik, dan 80 mmHg diastolik, disingkat &quot;120/80 mmHg&quot;"
DocType: Journal Entry,Credit Note,Nota Kredit
apps/erpnext/erpnext/buying/report/subcontracted_item_to_be_received/subcontracted_item_to_be_received.py,Finished Good Item Code,Kod Barang Baik
apps/erpnext/erpnext/config/desktop.py,Quality,Kualiti
DocType: Projects Settings,Ignore Employee Time Overlap,Abaikan Peralihan Masa Pekerja
DocType: Warranty Claim,Service Address,Alamat Perkhidmatan
apps/erpnext/erpnext/erpnext_integrations/doctype/tally_migration/tally_migration.js,Import Master Data,Import Master Data
DocType: Asset Maintenance Task,Calibration,Penentukuran
