DocType: Accounting Period,Period Name,Jina la Kipindi
DocType: Purchase Invoice,Total Taxes and Charges,Jumla ya Kodi na Malipo
DocType: Payment Entry,Company Bank Account,Akaunti ya Benki ya Kampuni
DocType: Employee,Emergency Contact,Mawasiliano ya dharura
DocType: Bank Reconciliation Detail,Payment Entry,Kuingia kwa Malipo
,sales-browser,kivinjari cha mauzo
apps/erpnext/erpnext/accounts/doctype/account/account.js,Ledger,Ledger
DocType: Drug Prescription,Drug Code,Msimbo wa Dawa
DocType: Target Detail,Target  Amount,Kiwango cha Target
apps/erpnext/erpnext/education/utils.py,Quiz {0} does not exist,Jaribio {0} halipo
DocType: POS Profile,Print Format for Online,Funga muundo wa mtandaoni
DocType: Shopping Cart Settings,Shopping Cart Settings,Mipangilio ya Cart Shopping
DocType: Journal Entry,Accounting Entries,Uingizaji wa Uhasibu
DocType: Job Card Time Log,Job Card Time Log,Kadi ya Kazi wakati wa Log
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,"If selected Pricing Rule is made for 'Rate', it will overwrite Price List. Pricing Rule rate is the final rate, so no further discount should be applied. Hence, in transactions like Sales Order, Purchase Order etc, it will be fetched in 'Rate' field, rather than 'Price List Rate' field.","Ikiwa Rule ya bei iliyochaguliwa imefanywa kwa &#39;Kiwango&#39;, itatawala Orodha ya Bei. Kiwango cha Rule ya bei ni kiwango cha mwisho, kwa hiyo hakuna punguzo zaidi linapaswa kutumiwa. Kwa hiyo, katika shughuli kama Maagizo ya Mauzo, Utaratibu wa Ununuzi nk, itafutwa kwenye uwanja wa &#39;Kiwango&#39;, badala ya shamba la &quot;Orodha ya Thamani.&quot;"
DocType: Journal Entry,Paid Loan,Mikopo iliyolipwa
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py,Duplicate Entry. Please check Authorization Rule {0},Kuingia kwa Duplicate. Tafadhali angalia Sheria ya Uidhinishaji {0}
DocType: Journal Entry Account,Reference Due Date,Tarehe ya Kutokana na Kumbukumbu
DocType: Purchase Order,Ref SQ,Ref SQ
DocType: Issue,Resolution By,Azimio Na
DocType: Leave Type,Applicable After (Working Days),Baada ya Kazi (Siku za Kazi)
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py,Receipt document must be submitted,Hati ya Receipt inapaswa kuwasilishwa
DocType: Purchase Invoice Item,Received Qty,Imepokea Uchina
DocType: Stock Entry Detail,Serial No / Batch,Serial No / Batch
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Not Paid and Not Delivered,Hailipatikani na Haijaokolewa
DocType: Product Bundle,Parent Item,Item ya Mzazi
DocType: Account,Account Type,Aina ya Akaunti
DocType: Shopify Settings,Webhooks Details,Maelezo ya wavuti
apps/erpnext/erpnext/templates/pages/projects.html,No time sheets,Hakuna karatasi za wakati
DocType: GoCardless Mandate,GoCardless Customer,Wateja wa GoCardless
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py,Leave Type {0} cannot be carry-forwarded,Acha Aina {0} haiwezi kubeba
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py,Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',Ratiba ya Matengenezo haijazalishwa kwa vitu vyote. Tafadhali bonyeza &#39;Generate Schedule&#39;
,To Produce,Kuzalisha
DocType: Leave Encashment,Payroll,Mishahara
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included","Kwa mstari {0} katika {1}. Ili ni pamoja na {2} katika kiwango cha kipengee, safu {3} lazima ziingizwe pia"
DocType: Healthcare Service Unit,Parent Service Unit,Kitengo cha Utumishi wa Mzazi
DocType: Packing Slip,Identification of the package for the delivery (for print),Utambulisho wa mfuko wa utoaji (kwa kuchapishwa)
apps/erpnext/erpnext/support/doctype/issue/issue.js,Service Level Agreement was reset.,Mkataba wa Kiwango cha Huduma uliwekwa tena.
DocType: Bin,Reserved Quantity,Waliohifadhiwa Wingi
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html,Please enter valid email address,Tafadhali ingiza anwani ya barua pepe halali
DocType: Volunteer Skill,Volunteer Skill,Ujuzi wa Kujitolea
DocType: Bank Reconciliation,Include POS Transactions,Jumuisha Shughuli za POS
DocType: Quality Action,Corrective/Preventive,Kurekebisha / kuzuia
DocType: Purchase Invoice,Inter Company Invoice Reference,Kumbukumbu ya Invoice ya Kampuni ya Inter
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Please select an item in the cart,Tafadhali chagua kipengee kwenye gari
DocType: Landed Cost Voucher,Purchase Receipt Items,Ununuzi wa Receipt Items
apps/erpnext/erpnext/regional/italy/utils.py,Please set Tax ID for the customer '%s',Tafadhali weka kitambulisho cha Ushuru kwa wateja &#39;% s&#39;
apps/erpnext/erpnext/config/help.py,Customizing Forms,Fomu za Customizing
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Arrear,Nyuma
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py,Depreciation Amount during the period,Upungufu Kiasi wakati wa kipindi
DocType: Sales Invoice,Is Return (Credit Note),Inarudi (Maelezo ya Mikopo)
apps/erpnext/erpnext/manufacturing/doctype/job_card/job_card.js,Start Job,Anza Ayubu
apps/erpnext/erpnext/assets/doctype/asset_movement/asset_movement.py,Serial no is required for the asset {0},Hapana ya serial inahitajika kwa mali {0}
DocType: Leave Control Panel,Allocate Leaves,Gawanya Majani
apps/erpnext/erpnext/accounts/doctype/sales_taxes_and_charges_template/sales_taxes_and_charges_template.py,Disabled template must not be default template,Template ya ulemavu haipaswi kuwa template default
DocType: Pricing Rule,Price or Product Discount,Bei au Punguzo la Bidhaa
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.py,For row {0}: Enter planned qty,Kwa mstari {0}: Ingiza qty iliyopangwa
DocType: Account,Income Account,Akaunti ya Mapato
DocType: Payment Request,Amount in customer's currency,Kiasi cha fedha za wateja
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Delivery,Utoaji
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py,Assigning Structures...,Kugawa Miundo ...
DocType: Stock Reconciliation Item,Current Qty,Uchina wa sasa
DocType: Restaurant Menu,Restaurant Menu,Mkahawa wa Menyu
apps/erpnext/erpnext/public/js/event.js,Add Suppliers,Ongeza Wauzaji
DocType: Sales Invoice,ACC-SINV-.YYYY.-,ACC-SINV -YYYY.-
DocType: Loyalty Program,Help Section,Sehemu ya Usaidizi
apps/erpnext/erpnext/www/all-products/index.html,Prev,Kabla
DocType: Appraisal Goal,Key Responsibility Area,Eneo la Ujibu wa Ufunguo
DocType: Delivery Trip,Distance UOM,Umbali wa UOM
apps/erpnext/erpnext/utilities/activation.py,"Student Batches help you track attendance, assessments and fees for students","Majaribio ya Wanafunzi husaidia kufuatilia mahudhurio, tathmini na ada kwa wanafunzi"
DocType: Payment Entry,Total Allocated Amount,Kiasi kilichopangwa
apps/erpnext/erpnext/setup/doctype/company/company.py,Set default inventory account for perpetual inventory,Weka akaunti ya hesabu ya msingi kwa hesabu ya daima
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,"Cannot deliver Serial No {0} of item {1} as it is reserved to \
												fullfill Sales Order {2}",Haiwezi kutoa Serial Hakuna {0} ya kipengee {1} kama imehifadhiwa kwa \ fullfill Sales Order {2}
DocType: Material Request Plan Item,Material Request Type,Aina ya Uomba wa Nyenzo
apps/erpnext/erpnext/non_profit/doctype/grant_application/grant_application.js,Send Grant Review Email,Tuma Email Review Review
apps/erpnext/erpnext/accounts/page/pos/pos.js,"LocalStorage is full, did not save","Mitaa ya Mitaa imejaa, haikuhifadhi"
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Row {0}: UOM Conversion Factor is mandatory,Row {0}: Kipengele cha kubadilisha UOM ni lazima
DocType: Employee Benefit Claim,Claim Date,Tarehe ya kudai
apps/erpnext/erpnext/utilities/user_progress.py,Room Capacity,Uwezo wa Chumba
apps/erpnext/erpnext/accounts/doctype/share_transfer/share_transfer.py,The field Asset Account cannot be blank,Akaunti ya Mali ya uwanja haiwezi kuwa wazi
apps/erpnext/erpnext/stock/doctype/item_alternative/item_alternative.py,Already record exists for the item {0},Tayari rekodi ipo kwa kipengee {0}
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.html,Ref,Ref
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.js,You will lose records of previously generated invoices. Are you sure you want to restart this subscription?,Utapoteza rekodi za ankara zinazozalishwa hapo awali. Una uhakika unataka kuanzisha upya usajili huu?
DocType: Lab Test,LP-,LP-
DocType: Healthcare Settings,Registration Fee,Malipo ya Usajili
DocType: Loyalty Program Collection,Loyalty Program Collection,Mkusanyiko wa Programu ya Uaminifu
DocType: Stock Entry Detail,Subcontracted Item,Kipengee kilichochaguliwa
apps/erpnext/erpnext/education/__init__.py,Student {0} does not belong to group {1},Mwanafunzi {0} sio kikundi {1}
DocType: Budget,Cost Center,Kituo cha Gharama
apps/erpnext/erpnext/stock/report/stock_ledger/stock_ledger.py,Voucher #,Voucher #
DocType: Tax Rule,Shipping Country,Nchi ya Meli
DocType: Selling Settings,Hide Customer's Tax Id from Sales Transactions,Ficha Ideni ya Kodi ya Wateja kutoka kwa Mauzo ya Mauzo
DocType: Upload Attendance,Upload HTML,Weka HTML
DocType: Employee,Relieving Date,Tarehe ya Kuondoa
DocType: Purchase Invoice,Total Quantity,Jumla ya Wingi
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,"Pricing Rule is made to overwrite Price List / define discount percentage, based on some criteria.","Sheria ya bei ni kufuta Orodha ya Bei / kufafanua asilimia ya discount, kulingana na vigezo vingine."
apps/erpnext/erpnext/support/doctype/issue/issue.py,Service Level Agreement has been changed to {0}.,Mkataba wa Kiwango cha Huduma umebadilishwa kuwa {0}.
DocType: Serial No,Warehouse can only be changed via Stock Entry / Delivery Note / Purchase Receipt,Ghala inaweza tu kubadilishwa kupitia Stock Entry / Delivery Kumbuka / Ununuzi Receipt
DocType: Employee Education,Class / Percentage,Hatari / Asilimia
DocType: Shopify Settings,Shopify Settings,Weka Mipangilio
DocType: Amazon MWS Settings,Market Place ID,ID ya Mahali ya Soko
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Head of Marketing and Sales,Mkuu wa Masoko na Mauzo
DocType: Video,Vimeo,Vimeo
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Income Tax,Kodi ya mapato
DocType: HR Settings,Check Vacancies On Job Offer Creation,Angalia nafasi za kazi kwenye uumbaji wa kazi ya kazi
apps/erpnext/erpnext/utilities/user_progress.py,Go to Letterheads,Nenda kwenye Barua
DocType: Subscription,Cancel At End Of Period,Futa Wakati wa Mwisho
apps/erpnext/erpnext/hr/doctype/employee_promotion/employee_promotion.js,Property already added,Mali tayari imeongezwa
DocType: Item Supplier,Item Supplier,Muuzaji wa Bidhaa
apps/erpnext/erpnext/public/js/controllers/transaction.js,Please enter Item Code to get batch no,Tafadhali ingiza Msimbo wa Nambari ili kupata bat
apps/erpnext/erpnext/public/js/utils.js,Loyalty Points: {0},Vidokezo vya Uaminifu: {0}
apps/erpnext/erpnext/selling/doctype/quotation/quotation.js,Please select a value for {0} quotation_to {1},Tafadhali chagua thamani ya {0} quotation_to {1}
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py,No Items selected for transfer,Hakuna Vichaguliwa kwa uhamisho
apps/erpnext/erpnext/config/buying.py,All Addresses.,Anwani zote.
DocType: Company,Stock Settings,Mipangilio ya hisa
apps/erpnext/erpnext/accounts/doctype/account/account.py,"Merging is only possible if following properties are same in both records. Is Group, Root Type, Company","Kuunganisha inawezekana tu kama mali zifuatazo zimefanana katika kumbukumbu zote mbili. Ni Kikundi, Aina ya Mizizi, Kampuni"
DocType: Vehicle,Electric,Umeme
DocType: Task,% Progress,Maendeleo
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Gain/Loss on Asset Disposal,Kupata / Kupoteza kwa Upunguzaji wa Mali
apps/erpnext/erpnext/education/doctype/program_enrollment_tool/program_enrollment_tool.js,"Only the Student Applicant with the status ""Approved"" will be selected in the table below.",Msaidizi wa Mwanafunzi tu na hali &quot;Imeidhinishwa&quot; itachaguliwa katika meza hapa chini.
DocType: Tax Withholding Category,Rates,Viwango
apps/erpnext/erpnext/regional/report/fichier_des_ecritures_comptables_[fec]/fichier_des_ecritures_comptables_[fec].py,Account number for account {0} is not available.<br> Please setup your Chart of Accounts correctly.,Nambari ya Akaunti kwa akaunti {0} haipatikani. <br> Tafadhali kuanzisha Chati yako ya Akaunti kwa usahihi.
DocType: Task,Depends on Tasks,Inategemea Kazi
apps/erpnext/erpnext/config/crm.py,Manage Customer Group Tree.,Dhibiti mti wa Wateja wa Wateja.
DocType: Normal Test Items,Result Value,Thamani ya matokeo
DocType: Hotel Room,Hotels,Hoteli
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center_tree.js,New Cost Center Name,Jina la Kituo cha Gharama Mpya
DocType: Leave Control Panel,Leave Control Panel,Acha Jopo la Kudhibiti
DocType: Project,Task Completion,Kukamilisha Kazi
apps/erpnext/erpnext/templates/generators/item/item_add_to_cart.html,Not in Stock,Sio katika Hifadhi
DocType: Volunteer,Volunteer Skills,Ujuzi wa Kujitolea
DocType: Additional Salary,HR User,Mtumiaji wa HR
DocType: Bank Guarantee,Reference Document Name,Jina la Kumbukumbu la Kumbukumbu
DocType: Purchase Invoice,Taxes and Charges Deducted,Kodi na Malipo zimefutwa
DocType: Support Settings,Issues,Mambo
DocType: Loyalty Program,Loyalty Program Name,Jina la Programu ya Uaminifu
apps/erpnext/erpnext/controllers/status_updater.py,Status must be one of {0},Hali lazima iwe moja ya {0}
apps/erpnext/erpnext/regional/doctype/gst_settings/gst_settings.py,Reminder to update GSTIN Sent,Kumbusho ya kurekebisha GSTIN Iliyotumwa
DocType: Discounted Invoice,Debit To,Debit To
DocType: Restaurant Menu Item,Restaurant Menu Item,Menyu ya Menyu ya Mgahawa
DocType: Delivery Note,Required only for sample item.,Inahitajika tu kwa bidhaa ya sampuli.
DocType: Stock Ledger Entry,Actual Qty After Transaction,Uhakika halisi baada ya Shughuli
,Pending SO Items For Purchase Request,Inasubiri vitu vya SO Kwa Ununuzi wa Ombi
apps/erpnext/erpnext/education/doctype/student_admission/student_admission.py,Student Admissions,Uingizaji wa Wanafunzi
DocType: Supplier,Billing Currency,Fedha ya kulipia
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Extra Large,Ziada kubwa
DocType: Loan,Loan Application,Maombi ya Mikopo
DocType: Crop,Scientific Name,Jina la Sayansi
DocType: Healthcare Service Unit,Service Unit Type,Aina ya Huduma ya Huduma
DocType: Bank Account,Branch Code,Kanuni ya Tawi
apps/erpnext/erpnext/hr/report/monthly_attendance_sheet/monthly_attendance_sheet.py,Total Leaves,Jumla ya Majani
DocType: Customer,"Reselect, if the chosen contact is edited after save","Pitia tena, ikiwa mteule aliyechaguliwa amehaririwa baada ya kuokoa"
DocType: Quality Procedure,Parent Procedure,Utaratibu wa Mzazi
DocType: Patient Encounter,In print,Ili kuchapishwa
DocType: Accounting Dimension,Accounting Dimension,Vipimo vya Uhasibu
,Profit and Loss Statement,Taarifa ya Faida na Kupoteza
DocType: Bank Reconciliation Detail,Cheque Number,Angalia Nambari
apps/erpnext/erpnext/healthcare/utils.py,The item referenced by {0} - {1} is already invoiced,Kipengee kilichorejelewa na {0} - {1} tayari kinarejeshwa
,Sales Browser,Kivinjari cha Mauzo
DocType: Journal Entry,Total Credit,Jumla ya Mikopo
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Warning: Another {0} # {1} exists against stock entry {2},Onyo: Nyingine {0} # {1} ipo dhidi ya kuingia kwa hisa {2}
apps/erpnext/erpnext/utilities/user_progress_utils.py,Local,Mitaa
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Loans and Advances (Assets),Mikopo na Maendeleo (Mali)
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Debtors,Wadaiwa
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Large,Kubwa
DocType: Bank Statement Settings,Bank Statement Settings,Mipangilio ya Taarifa ya Benki
DocType: Shopify Settings,Customer Settings,Mazingira ya Wateja
DocType: Homepage Featured Product,Homepage Featured Product,Bidhaa ya Matukio ya Ukurasa
apps/erpnext/erpnext/manufacturing/doctype/blanket_order/blanket_order.js,View Orders,Angalia Amri
DocType: Marketplace Settings,Marketplace URL (to hide and update label),URL ya sokoni (kuficha na kusafirisha studio)
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,All Assessment Groups,Makundi yote ya Tathmini
apps/erpnext/erpnext/regional/india/utils.py,{} is required to generate e-Way Bill JSON,{} inahitajika kutengeneza E-Way Bill JSON
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse_tree.js,New Warehouse Name,Jina jipya la ghala
