DocType: Accounting Period,Period Name,കാലാവധി നാമം
DocType: Salary Structure,Total Earning,മൊത്തം സമ്പാദ്യം
DocType: Purchase Receipt,Time at which materials were received,വസ്തുക്കൾ ലഭിച്ച ഏത് സമയം
DocType: Products Settings,Products per Page,ഓരോ പേജിലും ഉൽപ്പന്നങ്ങൾ
DocType: Stock Ledger Entry,Outgoing Rate,ഔട്ട്ഗോയിംഗ് റേറ്റ്
apps/erpnext/erpnext/controllers/accounts_controller.py, or ,അഥവാ
apps/erpnext/erpnext/public/js/purchase_trends_filters.js,Billing Date,ബില്ലിംഗ് തീയതി
apps/erpnext/erpnext/accounts/utils.py,Allocated amount cannot be negative,അനുവദിച്ച തുക നെഗറ്റീവ് ആകരുത്
DocType: Sales Order,Billing Status,ബില്ലിംഗ് അവസ്ഥ
apps/erpnext/erpnext/public/js/conf.js,Report an Issue,ഒരു പ്രശ്നം റിപ്പോർട്ടുചെയ്യുക
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Utility Expenses,യൂട്ടിലിറ്റി ചെലവുകൾ
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py,90-Above,90-മുകളിൽ
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,Row #{0}: Journal Entry {1} does not have account {2} or already matched against another voucher,വരി # {0}: ജേണൽ എൻട്രി {1} മറ്റൊരു വൗച്ചർ പൊരുത്തപ്പെടും അക്കൗണ്ട് {2} ഞങ്ങൾക്കുണ്ട് അല്ലെങ്കിൽ ഇതിനകം ഇല്ല
DocType: Supplier Scorecard Criteria,Criteria Weight,മാനദണ്ഡം ഭാരം
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,Account: {0} is not permitted under Payment Entry,അക്കൗണ്ട്: പേയ്‌മെന്റ് എൻട്രിക്ക് കീഴിൽ {0} അനുവദനീയമല്ല
DocType: Production Plan,Ignore Existing Projected Quantity,നിലവിലുള്ള പ്രൊജക്റ്റ് അളവ് അവഗണിക്കുക
apps/erpnext/erpnext/patches/v11_0/add_default_email_template_for_leave.py,Leave Approval Notification,അംഗീകാര അറിയിപ്പ് വിടുക
DocType: Buying Settings,Default Buying Price List,സ്ഥിരസ്ഥിതി വാങ്ങൽ വില പട്ടിക
DocType: Payroll Entry,Salary Slip Based on Timesheet,ശമ്പള ജി Timesheet അടിസ്ഥാനമാക്കി
apps/erpnext/erpnext/stock/report/item_price_stock/item_price_stock.py,Buying Rate,വാങ്ങൽ നിരക്ക്
DocType: Employee Checkin,Attendance Marked,ഹാജർ അടയാളപ്പെടുത്തി
DocType: Request for Quotation,PUR-RFQ-.YYYY.-,PUR-RFQ- .YYYY.-
apps/erpnext/erpnext/public/js/hub/pages/Seller.vue,About the Company,കമ്പനിയെക്കുറിച്ച്
apps/erpnext/erpnext/config/settings.py,"Set Default Values like Company, Currency, Current Fiscal Year, etc.","കമ്പനി, കറൻസി, നടപ്പു സാമ്പത്തിക വർഷം, തുടങ്ങിയ സജ്ജമാക്കുക സ്വതേ മൂല്യങ്ങൾ"
DocType: Payment Entry,Payment Type,പേയ്മെന്റ് തരം
apps/erpnext/erpnext/stock/doctype/batch/batch.py,Please select a Batch for Item {0}. Unable to find a single batch that fulfills this requirement,ഇനം {0} ഒരു ബാച്ച് തിരഞ്ഞെടുക്കുക. ഈ നിബന്ധനയുടെ പൂര്ത്തീകരിക്കുന്നു എന്ന് ഒരു ബാച്ച് കണ്ടെത്താൻ കഴിഞ്ഞില്ല
apps/erpnext/erpnext/stock/doctype/batch/batch.py,Please select a Batch for Item {0}. Unable to find a single batch that fulfills this requirement,ഇനം {0} ഒരു ബാച്ച് തിരഞ്ഞെടുക്കുക. ഈ നിബന്ധനയുടെ പൂര്ത്തീകരിക്കുന്നു എന്ന് ഒരു ബാച്ച് കണ്ടെത്താൻ കഴിഞ്ഞില്ല
DocType: Asset Maintenance Log,ACC-AML-.YYYY.-,ACC-AML-.YYYY.-
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,No gain or loss in the exchange rate,എക്സ്ചേഞ്ച് റേറ്റിൽ ലാഭമോ നഷ്ടമോ ഇല്ല
DocType: Leave Control Panel,Select Employees,എംപ്ലോയീസ് തിരഞ്ഞെടുക്കുക
DocType: Shopify Settings,Sales Invoice Series,സെയിൽസ് ഇൻവോയ്സ് സീരിസ്
DocType: Bank Reconciliation,To Date,തീയതി
DocType: Opportunity,Potential Sales Deal,സാധ്യതയുള്ള സെയിൽസ് പ്രവർത്തിച്ചു
DocType: Complaint,Complaints,പരാതികൾ
DocType: Employee Tax Exemption Declaration,Employee Tax Exemption Declaration,എംപ്ലോയീസ് ടാക്സ് എക്സംപ്ഷൻ ഡിക്ലറേഷൻ
DocType: Payment Entry,Cheque/Reference Date,ചെക്ക് / റഫറൻസ് തീയതി
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js,No Items with Bill of Materials.,മെറ്റീരിയൽ ബില്ലുള്ള ഇനങ്ങളൊന്നുമില്ല.
apps/erpnext/erpnext/portal/doctype/homepage/homepage.js,Customize Homepage Sections,ഹോം‌പേജ് വിഭാഗങ്ങൾ‌ ഇച്ഛാനുസൃതമാക്കുക
DocType: Purchase Invoice,Total Taxes and Charges,ആകെ നികുതി ചാർജുകളും
DocType: Payment Entry,Company Bank Account,കമ്പനി ബാങ്ക് അക്കൗണ്ട്
DocType: Employee,Emergency Contact,അത്യാവശ്യ സമീപനം
DocType: Bank Reconciliation Detail,Payment Entry,പേയ്മെന്റ് എൻട്രി
,sales-browser,വിൽപ്പന-ബ്രൗസർ
apps/erpnext/erpnext/accounts/doctype/account/account.js,Ledger,ലെഡ്ജർ
DocType: Drug Prescription,Drug Code,മയക്കുമരുന്ന് കോഡ്
DocType: Target Detail,Target  Amount,ടാർജറ്റ് തുക
DocType: POS Profile,Print Format for Online,ഓൺലൈനിൽ ഫോർമാറ്റ് പ്രിന്റ് ചെയ്യുക
DocType: Shopping Cart Settings,Shopping Cart Settings,ഷോപ്പിംഗ് കാർട്ട് ക്രമീകരണങ്ങൾ
DocType: Journal Entry,Accounting Entries,അക്കൗണ്ടിംഗ് എൻട്രികൾ
DocType: Job Card Time Log,Job Card Time Log,ജോബ് കാർഡ് സമയ ലോഗ്
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,"If selected Pricing Rule is made for 'Rate', it will overwrite Price List. Pricing Rule rate is the final rate, so no further discount should be applied. Hence, in transactions like Sales Order, Purchase Order etc, it will be fetched in 'Rate' field, rather than 'Price List Rate' field.","&#39;റേറ്റ്&#39; എന്നതിനായി തിരഞ്ഞെടുത്ത വിലനിയമനം നടത്തിയാൽ, അത് വില പട്ടികയെ തിരുത്തിയെഴുതും. വിലനിയന്ത്രണ റേറ്റ് അന്തിമ നിരക്ക്, അതിനാൽ കൂടുതൽ കിഴിവരം ബാധകമാക്കരുത്. അതുകൊണ്ടുതന്നെ സെയിൽസ് ഓർഡർ, പർച്ചേസ് ഓർഡർ മുതലായ ഇടപാടുകളിൽ &#39;വിലവിവരപ്പട്ടിക&#39; എന്നതിനേക്കാൾ &#39;റേറ്റ്&#39; ഫീൽഡിൽ ഇത് ലഭ്യമാകും."
DocType: Journal Entry,Paid Loan,പണമടച്ച വായ്പ
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py,Duplicate Entry. Please check Authorization Rule {0},എൻട്രി തനിപ്പകർപ്പ്. അംഗീകാരം റൂൾ {0} പരിശോധിക്കുക
DocType: Journal Entry Account,Reference Due Date,റഫറൻസ് തീയതി തീയതി
DocType: Purchase Order,Ref SQ,റഫറൻസ് ചതുരശ്ര
DocType: Issue,Resolution By,പ്രമേയം
DocType: Leave Type,Applicable After (Working Days),(ജോലി ദിവസങ്ങൾ) ശേഷം
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py,Receipt document must be submitted,കൈപ്പറ്റുമ്പോൾ പ്രമാണം സമർപ്പിക്കേണ്ടതാണ്
DocType: Purchase Invoice Item,Received Qty,Qty ലഭിച്ചു
DocType: Stock Entry Detail,Serial No / Batch,സീരിയൽ ഇല്ല / ബാച്ച്
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Not Paid and Not Delivered,"പെയ്ഡ്, ഒരിക്കലും പാടില്ല കൈമാറിയില്ല"
DocType: Product Bundle,Parent Item,പാരന്റ് ഇനം
DocType: Account,Account Type,അക്കൗണ്ട് തരം
DocType: Shopify Settings,Webhooks Details,വെബ്കൂക്കുകൾ വിശദാംശങ്ങൾ
apps/erpnext/erpnext/templates/pages/projects.html,No time sheets,ഇല്ല സമയം ഷീറ്റുകൾ
DocType: GoCardless Mandate,GoCardless Customer,GoCardless ഉപഭോക്താവ്
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py,Leave Type {0} cannot be carry-forwarded,{0} കയറ്റികൊണ്ടു-ഫോർവേഡ് ചെയ്യാൻ കഴിയില്ല ടൈപ്പ് വിടുക
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py,Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',മെയിൻറനൻസ് ഷെഡ്യൂൾ എല്ലാ ഇനങ്ങളും വേണ്ടി നിർമ്മിക്കുന്നില്ല ആണ്. &#39;ജനറേറ്റുചെയ്യൂ ഷെഡ്യൂൾ&#39; ക്ലിക്ക് ചെയ്യുക ദയവായി
,To Produce,ഉത്പാദിപ്പിക്കാൻ
DocType: Leave Encashment,Payroll,ശന്വളപ്പട്ടിക
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included","{1} ൽ {0} വരി വേണ്ടി. {2} ഇനം നിരക്ക്, വരികൾ {3} ഉൾപ്പെടുത്തും ഉണ്ടായിരിക്കണം ഉൾപ്പെടുത്തുന്നതിനായി"
DocType: Healthcare Service Unit,Parent Service Unit,പാരന്റ് സേവന യൂണിറ്റ്
DocType: Packing Slip,Identification of the package for the delivery (for print),(പ്രിന്റ് വേണ്ടി) ഡെലിവറി പാക്കേജിന്റെ തിരിച്ചറിയൽ
apps/erpnext/erpnext/support/doctype/issue/issue.js,Service Level Agreement was reset.,സേവന ലെവൽ കരാർ പുന .സജ്ജമാക്കി.
DocType: Bin,Reserved Quantity,സംരക്ഷിത ക്വാണ്ടിറ്റി
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html,Please enter valid email address,ദയവായി സാധുവായ ഇമെയിൽ വിലാസം നൽകുക
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html,Please enter valid email address,ദയവായി സാധുവായ ഇമെയിൽ വിലാസം നൽകുക
DocType: Volunteer Skill,Volunteer Skill,വോളന്റിയർ കഴിവ്
DocType: Bank Reconciliation,Include POS Transactions,POS ഇടപാടുകൾ ഉൾപ്പെടുത്തുക
DocType: Quality Action,Corrective/Preventive,തിരുത്തൽ / പ്രിവന്റീവ്
DocType: Purchase Invoice,Inter Company Invoice Reference,ഇൻറർ കമ്പനി ഇൻവോയ്സ് റഫറൻസ്
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Please select an item in the cart,വണ്ടിയിൽ ഒരു ഇനം ദയവായി തിരഞ്ഞെടുക്കുക
