DocType: Accounting Period,Period Name,সময়কালের নাম
apps/erpnext/erpnext/stock/doctype/delivery_trip/delivery_trip.py,Enter API key in Google Settings.,গুগল সেটিংসে API কী লিখুন।
apps/erpnext/erpnext/accounts/doctype/exchange_rate_revaluation/exchange_rate_revaluation.js,Create Journal Entry,জার্নাল এন্ট্রি তৈরি করুন
DocType: Student Siblings,Student Siblings,ছাত্র সহোদর
DocType: Subscription Plan Detail,Subscription Plan Detail,সাবস্ক্রিপশন পরিকল্পনা বিস্তারিত
DocType: Quality Objective,Unit,একক
apps/erpnext/erpnext/stock/get_item_details.py,Please specify Company,কোম্পানি উল্লেখ করুন
,Customer Acquisition and Loyalty,গ্রাহক অধিগ্রহণ ও বিশ্বস্ততা
DocType: Issue,Response By Variance,ভেরিয়েন্স দ্বারা প্রতিক্রিয়া
DocType: Asset Maintenance Task,Maintenance Task,রক্ষণাবেক্ষণ টাস্ক
apps/erpnext/erpnext/regional/report/gstr_1/gstr_1.py,Please set B2C Limit in GST Settings.,জিএসটি সেটিংস এ B2C সীমা সেট করুন দয়া করে।
DocType: Marketplace Settings,Marketplace Settings,মার্কেটপ্লেস সেটিংস
DocType: Purchase Invoice,Warehouse where you are maintaining stock of rejected items,অগ্রাহ্য আইটেম শেয়ার রয়েছে সেখানে ওয়্যারহাউস
apps/erpnext/erpnext/setup/utils.py,Unable to find exchange rate for {0} to {1} for key date {2}. Please create a Currency Exchange record manually,জন্য বিনিময় হার খুঁজে পাওয়া যায়নি {0} এ {1} কী তারিখের জন্য {2}। একটি মুদ্রা বিনিময় রেকর্ড ম্যানুয়ালি তৈরি করুন
DocType: POS Profile,Price List,মূল্য তালিকা
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.py,{0} is now the default Fiscal Year. Please refresh your browser for the change to take effect.,{0} ডিফল্ট অর্থবছরের এখন হয়. পরিবর্তন কার্যকর করার জন্য আপনার ব্রাউজার রিফ্রেশ করুন.
apps/erpnext/erpnext/projects/doctype/task/task.js,Expense Claims,ব্যয় দাবি
DocType: Issue,Support,সমর্থন
DocType: Employee Tax Exemption Declaration,Total Exemption Amount,মোট আদায় পরিমাণ
DocType: Content Question,Question Link,প্রশ্ন লিঙ্ক
,BOM Search,খোঁজো
DocType: Accounting Dimension Detail,Mandatory For Balance Sheet,ব্যালান্স শিটের জন্য বাধ্যতামূলক
DocType: Project,Total Consumed Material Cost  (via Stock Entry),মোট খরচকৃত উপাদান খরচ (স্টক এন্ট্রি মাধ্যমে)
DocType: Subscription,Subscription Period,সাবস্ক্রিপশন পিরিয়ড
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.js,To Date cannot be less than From Date,তারিখ থেকে তারিখ থেকে কম হতে পারে না
,Delayed Order Report,বিলম্বিত আদেশ প্রতিবেদন
DocType: Item,"Publish ""In Stock"" or ""Not in Stock"" on Hub based on stock available in this warehouse.",এই গুদামে পাওয়া স্টকের উপর ভিত্তি করে &quot;স্টক ইন&quot; বা &quot;স্টক ইন নয়&quot; প্রকাশ করুন।
DocType: Vehicle,Fuel Type,জ্বালানীর ধরণ
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py,Please specify currency in Company,কোম্পানি মুদ্রা উল্লেখ করুন
DocType: Workstation,Wages per hour,প্রতি ঘন্টায় মজুরী
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,Customer &gt; Customer Group &gt; Territory,গ্রাহক&gt; গ্রাহক গোষ্ঠী&gt; অঞ্চল
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py,Stock balance in Batch {0} will become negative {1} for Item {2} at Warehouse {3},ব্যাচ স্টক ব্যালেন্স {0} হয়ে যাবে ঋণাত্মক {1} ওয়্যারহাউস এ আইটেম {2} জন্য {3}
apps/erpnext/erpnext/templates/emails/reorder_item.html,Following Material Requests have been raised automatically based on Item's re-order level,উপাদান অনুরোধ নিম্নলিখিত আইটেম এর পুনরায় আদেশ স্তরের উপর ভিত্তি করে স্বয়ংক্রিয়ভাবে উত্থাপিত হয়েছে
apps/erpnext/erpnext/controllers/accounts_controller.py,Account {0} is invalid. Account Currency must be {1},অ্যাকাউন্ট {0} অবৈধ. অ্যাকাউন্টের মুদ্রা হতে হবে {1}
apps/erpnext/erpnext/hr/doctype/salary_structure_assignment/salary_structure_assignment.py,From Date {0} cannot be after employee's relieving Date {1},তারিখ থেকে {0} কর্মী এর relieving তারিখ {1} পরে হতে পারে না
apps/erpnext/erpnext/accounts/doctype/payment_order/payment_order.js,Create Payment Entries,পেমেন্ট এন্ট্রি তৈরি করুন
DocType: Supplier,Is Internal Supplier,অভ্যন্তরীণ সরবরাহকারী
DocType: Employee,Create User Permission,ব্যবহারকারীর অনুমতি তৈরি করুন
DocType: Employee Benefit Claim,Employee Benefit Claim,কর্মচারী বেনিফিট দাবি
DocType: Healthcare Settings,Remind Before,আগে স্মরণ করিয়ে দিন
apps/erpnext/erpnext/buying/utils.py,UOM Conversion factor is required in row {0},UOM রূপান্তর ফ্যাক্টর সারিতে প্রয়োজন বোধ করা হয় {0}
DocType: Production Plan Item,material_request_item,material_request_item
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,"Row #{0}: Reference Document Type must be one of Sales Order, Sales Invoice or Journal Entry","সারি # {0}: রেফারেন্স ডকুমেন্ট প্রকার সেলস অর্ডার এক, সেলস চালান বা জার্নাল এন্ট্রি করতে হবে"
DocType: Loyalty Program,1 Loyalty Points = How much base currency?,1 আনুগত্য পয়েন্ট = কত বেস মুদ্রা?
DocType: Salary Component,Deduction,সিদ্ধান্তগ্রহণ
DocType: Item,Retain Sample,নমুনা রাখা
apps/erpnext/erpnext/projects/doctype/timesheet/timesheet.py,Row {0}: From Time and To Time is mandatory.,সারি {0}: সময় থেকে এবং সময় বাধ্যতামূলক.
DocType: Stock Reconciliation Item,Amount Difference,পরিমাণ পার্থক্য
apps/erpnext/erpnext/public/js/hub/pages/Buying.vue,This page keeps track of items you want to buy from sellers.,এই পৃষ্ঠাটি আপনি বিক্রেতাদের কাছ থেকে কিনতে চান এমন আইটেমগুলির উপর নজর রাখে।
apps/erpnext/erpnext/stock/get_item_details.py,Item Price added for {0} in Price List {1},আইটেমের মূল্য জন্য যোগ {0} মূল্যতালিকা {1}
DocType: Delivery Stop,Order Information,আদেশ তথ্য
apps/erpnext/erpnext/setup/doctype/sales_person/sales_person_tree.js,Please enter Employee Id of this sales person,এই বিক্রয় ব্যক্তির কর্মী ID লিখুন দয়া করে
DocType: Territory,Classification of Customers by region,অঞ্চল গ্রাহকের সাইট
apps/erpnext/erpnext/stock/report/item_variant_details/item_variant_details.py,In Production,উৎপাদন
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,Difference Amount must be zero,পার্থক্য পরিমাণ শূন্য হতে হবে
DocType: Project,Gross Margin,গ্রস মার্জিন
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,{0} applicable after {1} working days,{0} কার্যদিবসের পরে {1} প্রযোজ্য
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,Please enter Production Item first,প্রথম উত্পাদন আইটেম লিখুন দয়া করে
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py,Calculated Bank Statement balance,হিসাব ব্যাংক ব্যালেন্সের
DocType: Normal Test Template,Normal Test Template,সাধারণ টেস্ট টেমপ্লেট
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.js,disabled user,প্রতিবন্ধী ব্যবহারকারী
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Quotation,উদ্ধৃতি
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js,Cannot set a received RFQ to No Quote,কোন উদ্ধৃত কোন প্রাপ্ত RFQ সেট করতে পারবেন না
DocType: Salary Slip,Total Deduction,মোট সিদ্ধান্তগ্রহণ
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py,Select an account to print in account currency,অ্যাকাউন্ট মুদ্রার মুদ্রণ করতে একটি অ্যাকাউন্ট নির্বাচন করুন
