Period Name,期間名稱
One customer can be part of only single Loyalty Program.,一個客戶只能參與一個忠誠度計劃。
Mark Half Day,馬克半天
Sales Team,銷售團隊
Duplicate entry,重複的條目
Enter the name of the Beneficiary before submittting.,在提交之前輸入受益人的姓名。
Get Students,讓學生
Under Warranty,在保修期
[Error],[錯誤]
In Words will be visible once you save the Sales Order.,銷售訂單一被儲存，就會顯示出來。
Employee Birthday,員工生日
Please select Completion Date for Completed Repair,請選擇完成修復的完成日期
Student Batch Attendance Tool,學生考勤批處理工具
Scheduled Upto,計劃的高級
Date of Establishment,成立時間
Venture Capital,創業投資
An academic term with this 'Academic Year' {0} and 'Term Name' {1} already exists. Please modify these entries and try again.,這個“學年”一個學期{0}和“術語名稱”{1}已經存在。請修改這些條目，然後再試一次。
Must be Whole Number,必須是整數
Invoice Copy,發票副本
Serial No {0} does not exist,序列號{0}不存在
Customer Warehouse (Optional),客戶倉庫（可選）
Blanket Order Item,一攬子訂單項目
Invoice Number,發票號碼
Orders,訂單
Leave Approver,休假審批人
Please select a batch,請選擇一個批次
Travel and Expense Claim,旅行和費用索賠
Redemption Cost Center,贖回成本中心
Scope,範圍
Assessment Group Name,評估小組名稱
Material Transferred for Manufacture,轉移至製造的物料
Last Sync Datetime,上次同步日期時間
Receipt Document Type,收據憑證類型
Select Companies,選擇公司
Proposal/Price Quote,提案/報價
Healthcare,衛生保健
Target Detail,目標詳細資訊
Single Variant,單一變種
% of materials billed against this Sales Order,針對這張銷售訂單的已開立帳單的百分比(%)
Mode of Transportation,運輸方式
Period Closing Entry,期末進入
Select Department...,選擇部門...
Cost Center with existing transactions can not be converted to group,與現有的交易成本中心，不能轉化為組
Authorization URL,授權URL,
Amount {0} {1} {2} {3},金額{0} {1} {2} {3}
Depreciation,折舊
The number of shares and the share numbers are inconsistent,股份數量和庫存數量不一致
Supplier(s),供應商（S）
Guardian Student,學生監護人
Credit Limit,信用額度
Avg. Selling Price List Rate,平均。出售價目表率
Payment Entries {0} are un-linked,付款項{0}是聯合國聯
Voucher No,憑證編號
Lead Owner Efficiency,主導效率
Lead Owner Efficiency,主導效率
"You can claim only an amount of {0}, the rest amount {1} should be in the application \
				as pro-rata component",您只能聲明一定數量的{0}，剩餘數量{1}應該在應用程序中作為按比例分量
Customer Type,客戶類型
Recipient Message And Payment Details,收件人郵件和付款細節
Source DocType,源DocType,
Open a new ticket,打開一張新票
Transporter,運輸車
Material Requests {0} created,{0}物料需求已建立
No of People,沒有人
Template of terms or contract.,模板條款或合同。
Address and Contact,地址和聯絡方式
Is Account Payable,為應付帳款
Stock cannot be updated against Purchase Receipt {0},庫存不能對外購入庫單進行更新{0}
Auto close Issue after 7 days,7天之後自動關閉問題
Note: Due / Reference Date exceeds allowed customer credit days by {0} day(s),註：由於/參考日期由{0}天超過了允許客戶的信用天數（S）
Student Applicant,學生申請
Hub Tracked Item,Hub跟踪物品
Accumulated Depreciation Account,累計折舊科目
Discuss ID,討論ID,
Freeze Stock Entries,凍結庫存項目
Boarding Student,寄宿學生
Please enable Applicable on Booking Actual Expenses,請啟用適用於預訂實際費用
Expected Value After Useful Life,期望值使用壽命結束後
Reorder level based on Warehouse,根據倉庫訂貨點水平
Billing Rate,結算利率
Qty to Deliver,數量交付
Amazon will synch data updated after this date,亞馬遜將同步在此日期之後更新的數據
Stock Analytics,庫存分析
Lab Test(s) ,實驗室測試
Against Document Detail No,對文件詳細編號
Deletion is not permitted for country {0},國家{0}不允許刪除
Party Type is mandatory,黨的類型是強制性
Outgoing,發送
Requested For,要求
Against Doctype,針對文檔類型
{0} {1} is cancelled or closed,{0} {1} 被取消或結案
Calculate Depreciation,計算折舊
Track this Delivery Note against any Project,跟踪此送貨單反對任何項目
Net Cash from Investing,從投資淨現金
Work-in-Progress Warehouse,在製品倉庫
Asset {0} must be submitted,資產{0}必須提交
Total Students,學生總數
Attendance Record {0} exists against Student {1},考勤記錄{0}存在針對學生{1}
Reference #{0} dated {1},參考＃ {0}於{1}
Depreciation Eliminated due to disposal of assets,折舊淘汰因處置資產
Work Order Item,工作訂單項目
Item Code,產品編號
Warranty / AMC Details,保修/ AMC詳情
Select students manually for the Activity based Group,為基於活動的組手動選擇學生
User Remark,用戶備註
Optimizing routes.,優化路線。
Cannot create Retention Bonus for left Employees,無法為左員工創建保留獎金
Market Segment,市場分類
Agriculture Manager,農業經理
Paid Amount cannot be greater than total negative outstanding amount {0},支付的金額不能超過總負餘額大於{0}
Variables,變量
Employee Internal Work History,員工內部工作經歷
Closing (Dr),關閉（Dr）
Serial No {0} not in stock,序列號{0}無貨
Tax template for selling transactions.,稅務模板賣出的交易。
Write Off Outstanding Amount,核銷額（億元）
Current Academic Year,當前學年
Current Academic Year,當前學年
Default Stock UOM,預設庫存計量單位
Number of Depreciations Booked,預訂折舊數
Qty Total,數量總計
School/University,學校/大學
Available Qty at Warehouse,有貨數量在倉庫
Billed Amount,帳單金額
(including),（包括）
Double Declining Balance,雙倍餘額遞減
Closed order cannot be cancelled. Unclose to cancel.,關閉的定單不能被取消。 Unclose取消。
Payroll Setup,工資單設置
Synch Products,同步產品
Loyalty Program,忠誠計劃
Father,父親
Support Tickets,支持門票
'Update Stock' cannot be checked for fixed asset sale,"""更新庫存"" 無法檢查固定資產銷售"
Bank Reconciliation,銀行對帳
Get Updates,獲取更新
{0} {1}: Account {2} does not belong to Company {3},{0} {1}科目{2}不屬於公司{3}
Select at least one value from each of the attributes.,從每個屬性中至少選擇一個值。
Material Request {0} is cancelled or stopped,材料需求{0}被取消或停止
Dispatch State,派遣國
Leave Management,離開管理
Groups,組
Group by Account,以科目分群組
Hold Invoice,保留發票
Lower Income,較低的收入
Current Order,當前訂單
Number of serial nos and quantity must be the same,序列號和數量必須相同
Source and target warehouse cannot be same for row {0},列{0}的來源和目標倉庫不可相同
Asset Received But Not Billed,已收到但未收費的資產
"Difference Account must be a Asset/Liability type account, since this Stock Reconciliation is an Opening Entry",差異科目必須是資產/負債類型的科目，因為此庫存調整是一個開帳分錄
Disbursed Amount cannot be greater than Loan Amount {0},支付額不能超過貸款金額較大的{0}
Go to Programs,轉到程序
Purchase Order number required for Item {0},所需物品{0}的採購訂單號
'From Date' must be after 'To Date',“起始日期”必須經過'終止日期'
Batch {0} of Item {1} is disabled.,項目{1}的批處理{0}已禁用。
Select Healthcare Practitioner...,選擇醫療從業者......
Cannot change status as student {0} is linked with student application {1},無法改變地位的學生{0}與學生申請鏈接{1}
Fully Depreciated,已提足折舊
Stock Projected Qty,存貨預計數量
Customer {0} does not belong to project {1},客戶{0}不屬於項目{1}
"Quotations are proposals, bids you have sent to your customers",語錄是建議，你已經發送到你的客戶提高出價
Customer's Purchase Order,客戶採購訂單
Bypass credit check at Sales Order ,在銷售訂單旁通過信用檢查
Employee Onboarding Activity,員工入職活動
Check if it is a hydroponic unit,檢查它是否是水培單位
Serial No and Batch,序列號和批次
From Company,從公司
Sum of Scores of Assessment Criteria needs to be {0}.,評估標準的得分之和必須是{0}。
Please set Number of Depreciations Booked,請設置折舊數預訂
Calculations,計算
Value or Qty,價值或數量
Payment Terms,付款條件
Productions Orders cannot be raised for:,製作訂單不能上調：
Minute,分鐘
Purchase Taxes and Charges,購置稅和費
Meetup Embed HTML,Meetup嵌入HTML,
Insured value,保價值
Go to Suppliers,去供應商
POS Closing Voucher Taxes,POS關閉憑證稅
Qty to Receive,未到貨量
Grading Scale Interval,分級分度值
Discount (%) on Price List Rate with Margin,價格上漲率與貼現率的折扣（％）
Discount (%) on Price List Rate with Margin,價格上漲率與貼現率的折扣（％）
Rate / UOM,費率/ UOM,
All Warehouses,所有倉庫
No {0} found for Inter Company Transactions.,Inter公司沒有找到{0}。
About your Company,關於貴公司
Credit To account must be a Balance Sheet account,貸方科目必須是資產負債表科目
Donor,捐贈者
Disable In Words,禁用詞
Item Code is mandatory because Item is not automatically numbered,產品編號是強制性的，因為項目沒有自動編號
Quotation {0} not of type {1},報價{0}非為{1}類型
Maintenance Schedule Item,維護計劃項目
%  Delivered,％交付
Please set the Email ID for the Student to send the Payment Request,請設置學生的電子郵件ID以發送付款請求
Medical History,醫學史
Bank Overdraft Account,銀行透支戶口
Schedule Name,計劃名稱
Sales Pipeline by Stage,按階段劃分的銷售渠道
Make Salary Slip,製作工資單
For Buying,為了購買
Add All Suppliers,添加所有供應商
Row #{0}: Allocated Amount cannot be greater than outstanding amount.,行＃{0}：分配金額不能大於未結算金額。
Browse BOM,瀏覽BOM,
Secured Loans,抵押貸款
Edit Posting Date and Time,編輯投稿時間
Please set Depreciation related Accounts in Asset Category {0} or Company {1},請設置在資產類別{0}或公司折舊相關科目{1}
