DocType: Accounting Period,Period Name,Nama Periode
DocType: Purchase Invoice Item,Net Rate (Company Currency),Tingkat Net (Perusahaan Mata Uang)
DocType: Salary Detail,Condition and Formula Help,Kondisi dan Formula Bantuan
apps/erpnext/erpnext/config/crm.py,Manage Territory Tree.,Kelola Wilayah Tree.
apps/erpnext/erpnext/config/getting_started.py,Import Chart Of Accounts from CSV / Excel files,Impor Bagan Akun dari file CSV / Excel
DocType: Patient Service Unit,Patient Service Unit,Unit Layanan Pasien
DocType: Bank Statement Transaction Invoice Item,Sales Invoice,Faktur Penjualan
DocType: Journal Entry Account,Party Balance,Saldo Partai
DocType: Cash Flow Mapper,Section Subtotal,Bagian Subtotal
apps/erpnext/erpnext/accounts/page/pos/pos.js,Please select Apply Discount On,Silakan pilih Terapkan Diskon Pada
DocType: Stock Settings,Sample Retention Warehouse,Contoh Retensi Gudang
DocType: Company,Default Receivable Account,Standar Piutang Rekening
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,Projected Quantity Formula,Formula Kuantitas yang Diproyeksikan
DocType: Sales Invoice,Deemed Export,Dianggap ekspor
DocType: Pick List,Material Transfer for Manufacture,Alih Material untuk Produksi
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,Discount Percentage can be applied either against a Price List or for all Price List.,Persentase Diskon dapat diterapkan baik terhadap Daftar Harga atau untuk semua List Price.
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,Accounting Entry for Stock,Entri Akuntansi untuk Persediaan
DocType: Lab Test,LabTest Approver,Pendekatan LabTest
apps/erpnext/erpnext/education/doctype/assessment_plan/assessment_plan.py,You have already assessed for the assessment criteria {}.,Anda telah memberikan penilaian terhadap kriteria penilaian {}.
DocType: Vehicle Service,Engine Oil,Oli mesin
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js,Work Orders Created: {0},Pesanan Pekerjaan Dibuat: {0}
apps/erpnext/erpnext/crm/doctype/email_campaign/email_campaign.py,Please set an email id for the Lead {0},Harap tetapkan id email untuk Lead {0}
DocType: Sales Invoice,Sales Team1,Penjualan team1
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Item {0} does not exist,Item {0} tidak ada
DocType: Sales Invoice,Customer Address,Alamat Pelanggan
DocType: Loan,Loan Details,Detail pinjaman
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py,Failed to setup post company fixtures,Gagal menyiapkan perlengkapan pasca perusahaan
DocType: Company,Default Inventory Account,Akun Inventaris Default
apps/erpnext/erpnext/accounts/doctype/share_transfer/share_transfer.py,The folio numbers are not matching,Nomor folio tidak sesuai
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py,Payment Request for {0},Permintaan Pembayaran untuk {0}
DocType: Item Barcode,Barcode Type,Jenis Barcode
DocType: Antibiotic,Antibiotic Name,Nama Antibiotik
apps/erpnext/erpnext/config/buying.py,Supplier Group master.,Master Grup Pemasok.
DocType: Healthcare Service Unit,Occupancy Status,Status Hunian
DocType: Purchase Invoice,Apply Additional Discount On,Terapkan tambahan Diskon Pada
apps/erpnext/erpnext/healthcare/page/appointment_analytic/appointment_analytic.js,Select Type...,Pilih Jenis ...
apps/erpnext/erpnext/templates/pages/help.html,Your tickets,Tiket Anda
DocType: Account,Root Type,Akar Type
DocType: Item,FIFO,FIFO
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Close the POS,Tutup POS
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,Row # {0}: Cannot return more than {1} for Item {2},Baris # {0}: Tidak dapat mengembalikan lebih dari {1} untuk Barang {2}
DocType: Item Group,Show this slideshow at the top of the page,Tampilkan slide ini di bagian atas halaman
DocType: BOM,Item UOM,Stok Barang UOM
DocType: Sales Taxes and Charges,Tax Amount After Discount Amount (Company Currency),Jumlah pajak Setelah Diskon Jumlah (Perusahaan Mata Uang)
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Target warehouse is mandatory for row {0},Target gudang adalah wajib untuk baris {0}
apps/erpnext/erpnext/config/retail.py,Retail Operations,Operasi Ritel
DocType: Cheque Print Template,Primary Settings,Pengaturan utama
DocType: Attendance Request,Work From Home,Bekerja dari rumah
DocType: Purchase Invoice,Select Supplier Address,Pilih Pemasok Alamat
apps/erpnext/erpnext/public/js/event.js,Add Employees,Tambahkan Karyawan
DocType: Purchase Invoice Item,Quality Inspection,Inspeksi Mutu
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Extra Small,Ekstra Kecil
DocType: Company,Standard Template,Template standar
DocType: Training Event,Theory,Teori
apps/erpnext/erpnext/stock/doctype/material_request/material_request.js,Warning: Material Requested Qty is less than Minimum Order Qty,Peringatan: Material Diminta Qty kurang dari Minimum Order Qty
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,Account {0} is frozen,Akun {0} dibekukan
DocType: Quiz Question,Quiz Question,Pertanyaan Kuis
DocType: Company,Legal Entity / Subsidiary with a separate Chart of Accounts belonging to the Organization.,Badan Hukum / Anak dengan Bagan Akun terpisah milik Organisasi.
DocType: Payment Request,Mute Email,Diamkan Surel
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,"Food, Beverage & Tobacco","Makanan, Minuman dan Tembakau"
DocType: Account,Account Number,Nomor Akun
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Can only make payment against unbilled {0},Hanya dapat melakukan pembayaran terhadap yang belum ditagihkan {0}
DocType: Call Log,Missed,Tidak terjawab
apps/erpnext/erpnext/controllers/selling_controller.py,Commission rate cannot be greater than 100,Tingkat komisi tidak dapat lebih besar dari 100
apps/erpnext/erpnext/stock/doctype/item_manufacturer/item_manufacturer.py,Duplicate entry against the item code {0} and manufacturer {1},Entri duplikat terhadap kode item {0} dan pabrikan {1}
DocType: Sales Invoice,Allocate Advances Automatically (FIFO),Alokasikan Uang Muka Secara Otomatis (FIFO)
DocType: Volunteer,Volunteer,Relawan
DocType: Buying Settings,Subcontract,Kontrak tambahan
apps/erpnext/erpnext/public/js/utils/party.js,Please enter {0} first,Entrikan {0} terlebih dahulu
apps/erpnext/erpnext/hr/doctype/daily_work_summary/daily_work_summary.py,No replies from,Tidak ada balasan dari
DocType: Work Order Operation,Actual End Time,Waktu Akhir Aktual
DocType: Production Plan,Download Materials Required,Unduh Kebutuhan Material
DocType: Purchase Invoice Item,Manufacturer Part Number,Produsen Part Number
DocType: Taxable Salary Slab,Taxable Salary Slab,Saldo Gaji Kena Pajak
DocType: Work Order Operation,Estimated Time and Cost,Perkiraan Waktu dan Biaya
apps/erpnext/erpnext/controllers/stock_controller.py,Quality Inspection: {0} is not submitted for the item: {1} in row {2},Pemeriksaan Kualitas: {0} tidak dikirimkan untuk item: {1} berturut-turut {2}
DocType: Bin,Bin,Tong Sampah
DocType: Bank Transaction,Bank Transaction,Transaksi bank
DocType: Crop,Crop Name,Nama tanaman
apps/erpnext/erpnext/hub_node/api.py,Only users with {0} role can register on Marketplace,Hanya pengguna dengan {0} yang dapat mendaftar di Marketplace
DocType: SMS Log,No of Sent SMS,Tidak ada dari Sent SMS
DocType: Leave Application,HR-LAP-.YYYY.-,HR-LAP-.YYYY.-
apps/erpnext/erpnext/healthcare/doctype/inpatient_record/inpatient_record_dashboard.py,Appointments and Encounters,Janji dan Pertemuan
DocType: Antibiotic,Healthcare Administrator,Administrator Kesehatan
apps/erpnext/erpnext/utilities/user_progress.py,Set a Target,Tetapkan Target
DocType: Dosage Strength,Dosage Strength,Kekuatan Dosis
DocType: Healthcare Practitioner,Inpatient Visit Charge,Biaya Kunjungan Rawat Inap
apps/erpnext/erpnext/public/js/hub/pages/PublishedItems.vue,Published Items,Item yang Diterbitkan
DocType: Account,Expense Account,Beban Akun
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Software,Perangkat lunak
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Colour,Warna
DocType: Assessment Plan Criteria,Assessment Plan Criteria,Kriteria Rencana Penilaian
apps/erpnext/erpnext/hr/doctype/leave_period/leave_period_dashboard.py,Transactions,Transaksi
DocType: Supplier Scorecard Scoring Standing,Prevent Purchase Orders,Cegah Pesanan Pembelian
DocType: Coupon Code,Coupon Name,Nama Kupon
apps/erpnext/erpnext/healthcare/setup.py,Susceptible,Rentan
DocType: Email Campaign,Scheduled,Dijadwalkan
DocType: Shift Type,Working Hours Calculation Based On,Perhitungan Jam Kerja Berdasarkan
apps/erpnext/erpnext/config/buying.py,Request for quotation.,Meminta kutipan.
apps/erpnext/erpnext/selling/doctype/product_bundle/product_bundle.js,"Please select Item where ""Is Stock Item"" is ""No"" and ""Is Sales Item"" is ""Yes"" and there is no other Product Bundle","Silahkan pilih barang yang ""Barang Stok"" nya  ""Tidak"" dan ""Barang Jualan"" nya ""Ya"", serta tidak ada Bundel Produk lainnya"
apps/erpnext/erpnext/restaurant/doctype/restaurant_order_entry/restaurant_order_entry.js,Select Customer,Pilih pelanggan
DocType: Student Log,Academic,Akademis
DocType: Patient,Personal and Social History,Sejarah Pribadi dan Sosial
apps/erpnext/erpnext/education/doctype/guardian/guardian.py,User {0} created,Pengguna {0} dibuat
DocType: Fee Schedule,Fee Breakup for each student,Fee Breakup untuk setiap siswa
apps/erpnext/erpnext/controllers/accounts_controller.py,Total advance ({0}) against Order {1} cannot be greater than the Grand Total ({2}),Total muka ({0}) terhadap Orde {1} tidak dapat lebih besar dari Grand Total ({2})
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Change Code,Ubah Kode
DocType: Purchase Invoice Item,Valuation Rate,Tingkat Penilaian
apps/erpnext/erpnext/stock/doctype/item/item.js,Create Variants,Buat Varian
DocType: Vehicle,Diesel,disel
apps/erpnext/erpnext/stock/get_item_details.py,Price List Currency not selected,Daftar Harga Mata uang tidak dipilih
DocType: Quick Stock Balance,Available Quantity,Jumlah yang tersedia
DocType: Purchase Invoice,Availed ITC Cess,Dilengkapi ITC Cess
apps/erpnext/erpnext/education/doctype/instructor/instructor.py,Please setup Instructor Naming System in Education &gt; Education Settings,Silakan siapkan Sistem Penamaan Instruktur di Pendidikan&gt; Pengaturan Pendidikan
,Student Monthly Attendance Sheet,Mahasiswa Lembar Kehadiran Bulanan
apps/erpnext/erpnext/accounts/doctype/shipping_rule/shipping_rule.py,Shipping rule only applicable for Selling,Aturan pengiriman hanya berlaku untuk penjualan
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Depreciation Row {0}: Next Depreciation Date cannot be before Purchase Date,Depreciation Row {0}: Next Depreciation Date tidak boleh sebelum Tanggal Pembelian
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py,Project Start Date,Tanggal Project Mulai
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html,Until,Sampai
DocType: Rename Tool,Rename Log,Log Riwayat Ganti Nama
apps/erpnext/erpnext/education/doctype/student_attendance/student_attendance.py,Student Group or Course Schedule is mandatory,Student Group atau Jadwal Kursus adalah wajib
DocType: Maintenance Visit Purpose,Against Document No,Terhadap No. Dokumen
DocType: BOM,Scrap,Membatalkan
apps/erpnext/erpnext/utilities/user_progress.py,Go to Instructors,Pergi ke instruktur
apps/erpnext/erpnext/config/selling.py,Manage Sales Partners.,Kelola Partner Penjualan
DocType: Quality Inspection,Inspection Type,Tipe Inspeksi
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,All bank transactions have been created,Semua transaksi bank telah dibuat
DocType: Fee Validity,Visited yet,Dikunjungi belum
apps/erpnext/erpnext/public/js/hub/pages/FeaturedItems.vue,You can Feature upto 8 items.,Anda dapat Fitur hingga 8 item.
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py,Warehouses with existing transaction can not be converted to group.,Gudang dengan transaksi yang ada tidak dapat dikonversi ke grup.
DocType: Assessment Result Tool,Result HTML,hasil HTML
DocType: Selling Settings,How often should project and company be updated based on Sales Transactions.,Seberapa sering proyek dan perusahaan harus diperbarui berdasarkan Transaksi Penjualan.
apps/erpnext/erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py,Expires On,Kadaluarsa pada
apps/erpnext/erpnext/utilities/user_progress.py,Add Students,Tambahkan Siswa
apps/erpnext/erpnext/hr/doctype/employee_tax_exemption_declaration/employee_tax_exemption_declaration.js,Please select {0},Silahkan pilih {0}
DocType: C-Form,C-Form No,C-Form ada
DocType: Delivery Stop,Distance,Jarak
apps/erpnext/erpnext/utilities/user_progress.py,List your products or services that you buy or sell.,Cantumkan produk atau layanan yang Anda beli atau jual.
DocType: Water Analysis,Storage Temperature,Suhu Penyimpanan
DocType: Sales Order,SAL-ORD-.YYYY.-,SAL-ORD-.YYYY.-
DocType: Employee Attendance Tool,Unmarked Attendance,Kehadiran non-absen
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.js,Creating Payment Entries......,Membuat Entri Pembayaran ......
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Researcher,Peneliti
apps/erpnext/erpnext/erpnext_integrations/doctype/plaid_settings/plaid_connector.py,Plaid public token error,Kesalahan token publik kotak-kotak
DocType: Program Enrollment Tool Student,Program Enrollment Tool Student,Program Pendaftaran Alat Mahasiswa
apps/erpnext/erpnext/assets/doctype/asset_maintenance/asset_maintenance.py,Start date should be less than end date for task {0},Tanggal mulai harus kurang dari tanggal akhir untuk tugas {0}
,Consolidated Financial Statement,Laporan Keuangan Konsolidasi
apps/erpnext/erpnext/hr/doctype/job_applicant/job_applicant.py,Name or Email is mandatory,Nama atau Email adalah wajib
DocType: Instructor,Instructor Log,Log Instruktur
DocType: Clinical Procedure,Clinical Procedure,Prosedur Klinis
DocType: Shopify Settings,Delivery Note Series,Seri Catatan Pengiriman
DocType: Purchase Order Item,Returned Qty,Qty Retur
DocType: Student,Exit,Keluar
DocType: Communication Medium,Communication Medium,Komunikasi Medium
apps/erpnext/erpnext/accounts/doctype/account/account.py,Root Type is mandatory,Tipe Dasar adalah wajib
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py,Failed to install presets,Gagal memasang prasetel
DocType: Healthcare Service Unit Type,UOM Conversion in Hours,Konversi UOM dalam Jam
DocType: Contract,Signee Details,Detail Signee
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.py,"{0} currently has a {1} Supplier Scorecard standing, and RFQs to this supplier should be issued with caution.","{0} saat ini memiliki {1} posisi Supplier Scorecard, dan RFQs ke pemasok ini harus dikeluarkan dengan hati-hati."
DocType: Certified Consultant,Non Profit Manager,Manajer Non Profit
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,Serial No {0} created,Serial ada {0} dibuat
DocType: Homepage,Company Description for website homepage,Deskripsi Perusahaan untuk homepage website
DocType: Item Customer Detail,"For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes","Untuk kenyamanan pelanggan, kode ini dapat digunakan dalam format cetak seperti Faktur dan Nota Pengiriman"
apps/erpnext/erpnext/accounts/report/purchase_order_items_to_be_billed/purchase_order_items_to_be_billed.py,Suplier Name,Nama suplier
apps/erpnext/erpnext/accounts/report/financial_statements.py,Could not retrieve information for {0}.,Tidak dapat mengambil informasi untuk {0}.
apps/erpnext/erpnext/regional/report/fichier_des_ecritures_comptables_[fec]/fichier_des_ecritures_comptables_[fec].py,Opening Entry Journal,Membuka Entri Jurnal
