DocType: Accounting Period,Period Name,ຊື່ໄລຍະເວລາ
apps/erpnext/erpnext/stock/report/item_price_stock/item_price_stock.py,Buying Rate,ອັດຕາການຊື້
apps/erpnext/erpnext/controllers/buying_controller.py,Row {0}: Enter location for the asset item {1},ແຖວ {0}: ປ້ອນສະຖານທີ່ສໍາລັບລາຍການສິນຊັບ {1}
DocType: Employee Checkin,Attendance Marked,ການເຂົ້າຮ່ວມ ໝາຍ
DocType: Request for Quotation,PUR-RFQ-.YYYY.-,PUR-RFQ-yYYY.-
apps/erpnext/erpnext/public/js/hub/pages/Seller.vue,About the Company,ກ່ຽວກັບບໍລິສັດ
apps/erpnext/erpnext/config/settings.py,"Set Default Values like Company, Currency, Current Fiscal Year, etc.","ກໍານົດມູນຄ່າມາດຕະຖານຄືບໍລິສັດ, ສະກຸນເງິນ, ປັດຈຸບັນປີງົບປະມານ, ແລະອື່ນໆ"
DocType: Payment Entry,Payment Type,ປະເພດການຊໍາລະເງິນ
apps/erpnext/erpnext/stock/doctype/batch/batch.py,Please select a Batch for Item {0}. Unable to find a single batch that fulfills this requirement,ກະລຸນາເລືອກຊຸດສໍາລັບລາຍການທີ່ {0}. ບໍ່ສາມາດຊອກຫາ batch ດຽວທີ່ຕອບສະຫນອງຂໍ້ກໍານົດນີ້
apps/erpnext/erpnext/stock/doctype/batch/batch.py,Please select a Batch for Item {0}. Unable to find a single batch that fulfills this requirement,ກະລຸນາເລືອກຊຸດສໍາລັບລາຍການທີ່ {0}. ບໍ່ສາມາດຊອກຫາ batch ດຽວທີ່ຕອບສະຫນອງຂໍ້ກໍານົດນີ້
DocType: Asset Maintenance Log,ACC-AML-.YYYY.-,ACC-AML -YYYY.-
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,No gain or loss in the exchange rate,ບໍ່ມີກໍາໄລຫລືຂາດທຶນໃນອັດຕາແລກປ່ຽນ
DocType: Leave Control Panel,Select Employees,ເລືອກພະນັກງານ
DocType: Shopify Settings,Sales Invoice Series,Sales Invoice Series
DocType: Bank Reconciliation,To Date,ຈົນເຖິງວັນທີ່
DocType: Opportunity,Potential Sales Deal,Deal Sales ທ່າແຮງ
DocType: Complaint,Complaints,ການຮ້ອງທຸກ
DocType: Employee Tax Exemption Declaration,Employee Tax Exemption Declaration,ຂໍ້ກໍານົດການຍົກເວັ້ນພາສີຂອງພະນັກງານ
DocType: Payment Entry,Cheque/Reference Date,ກະແສລາຍວັນ / ວັນທີ່ເອກະສານ
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js,No Items with Bill of Materials.,ບໍ່ມີສິນຄ້າທີ່ມີໃບບິນຄ່າວັດສະດຸ.
apps/erpnext/erpnext/portal/doctype/homepage/homepage.js,Customize Homepage Sections,ປັບແຕ່ງຂະ ແໜງ ການ ໜ້າ ທຳ ອິດ
DocType: Purchase Invoice,Total Taxes and Charges,ພາສີອາກອນທັງຫມົດແລະຄ່າບໍລິການ
DocType: Payment Entry,Company Bank Account,ບັນຊີທະນາຄານຂອງບໍລິສັດ
DocType: Employee,Emergency Contact,ຕິດຕໍ່ສຸກເສີນ
DocType: Bank Reconciliation Detail,Payment Entry,Entry ການຊໍາລະເງິນ
,sales-browser,ຂາຍຂອງຕົວທ່ອງເວັບ
apps/erpnext/erpnext/accounts/doctype/account/account.js,Ledger,ບັນຊີ
DocType: Drug Prescription,Drug Code,ຢາເສບຕິດ
DocType: Target Detail,Target  Amount,ເປົ້າຫມາຍຈໍານວນ
apps/erpnext/erpnext/education/utils.py,Quiz {0} does not exist,Quiz {0} ບໍ່ມີ
DocType: POS Profile,Print Format for Online,ພິມຮູບແບບສໍາລັບອອນລາຍ
DocType: Shopping Cart Settings,Shopping Cart Settings,ການຕັ້ງຄ່າການຄ້າໂຄງຮ່າງ
DocType: Journal Entry,Accounting Entries,ການອອກສຽງການບັນຊີ
DocType: Job Card Time Log,Job Card Time Log,ບັນທຶກເວລາເຮັດວຽກຂອງບັດ
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,"If selected Pricing Rule is made for 'Rate', it will overwrite Price List. Pricing Rule rate is the final rate, so no further discount should be applied. Hence, in transactions like Sales Order, Purchase Order etc, it will be fetched in 'Rate' field, rather than 'Price List Rate' field.","ຖ້າວ່າ Rule ຖືກກໍານົດໄວ້ສໍາລັບ &#39;ອັດຕາ&#39;, ມັນຈະລົບລ້າງລາຄາລາຄາ. ອັດຕາກໍານົດລາຄາແມ່ນອັດຕາສຸດທ້າຍ, ດັ່ງນັ້ນບໍ່ມີການຫຼຸດຜ່ອນຕື່ມອີກ. ດັ່ງນັ້ນ, ໃນການເຮັດທຸລະກໍາເຊັ່ນການສັ່ງຊື້, ຄໍາສັ່ງຊື້, ແລະອື່ນໆ, ມັນຈະຖືກເກັບຢູ່ໃນລະດັບ &#39;ອັດຕາ&#39;, ແທນທີ່ຈະເປັນລາຄາ &quot;ລາຄາລາຍະການ&quot;."
DocType: Journal Entry,Paid Loan,ເງິນກູ້ຢືມ
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py,Duplicate Entry. Please check Authorization Rule {0},ຊ້ໍາເຂົ້າ. ກະລຸນາກວດສອບການອະນຸຍາດກົດລະບຽບ {0}
DocType: Journal Entry Account,Reference Due Date,Date Due Date
DocType: Purchase Order,Ref SQ,Ref SQ
DocType: Issue,Resolution By,ການແກ້ໄຂໂດຍ
DocType: Leave Type,Applicable After (Working Days),ສາມາດໃຊ້ໄດ້ຫຼັງຈາກ (ມື້ເຮັດວຽກ)
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py,Receipt document must be submitted,ເອກະສານໄດ້ຮັບຕ້ອງໄດ້ຮັບການສົ່ງ
DocType: Purchase Invoice Item,Received Qty,ໄດ້ຮັບຈໍານວນ
DocType: Stock Entry Detail,Serial No / Batch,ບໍ່ມີ Serial / Batch
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Not Paid and Not Delivered,ບໍ່ໄດ້ຈ່າຍແລະບໍ່ສົ່ງ
DocType: Product Bundle,Parent Item,ສິນຄ້າຂອງພໍ່ແມ່
DocType: Account,Account Type,ປະເພດບັນຊີ
DocType: Shopify Settings,Webhooks Details,Webhooks Details
apps/erpnext/erpnext/templates/pages/projects.html,No time sheets,ບໍ່ມີແຜ່ນທີ່ໃຊ້ເວລາ
DocType: GoCardless Mandate,GoCardless Customer,ລູກຄ້າ GoCardless
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py,Leave Type {0} cannot be carry-forwarded,"ອອກຈາກປະເພດ {0} ບໍ່ສາມາດໄດ້ຮັບການປະຕິບັດ, ການສົ່ງ"
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py,Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',ບໍາລຸງຮັກສາເປັນເວລາທີ່ບໍ່ໄດ້ສ້າງຂຶ້ນສໍາລັບການລາຍການທັງຫມົດ. ກະລຸນາຄລິກໃສ່ &quot;ສ້າງຕາຕະລາງ&quot;
,To Produce,ກັບຜະລິດຕະພັນ
DocType: Leave Encashment,Payroll,Payroll
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included","ສໍາລັບການຕິດຕໍ່ກັນ {0} ໃນ {1}. ເພື່ອປະກອບມີ {2} ໃນອັດຕາການສິນຄ້າ, ແຖວເກັດທີ່ຢູ່ {3} ຍັງຕ້ອງໄດ້ຮັບການປະກອບ"
DocType: Healthcare Service Unit,Parent Service Unit,ຫນ່ວຍບໍລິການຂອງພໍ່ແມ່
DocType: Packing Slip,Identification of the package for the delivery (for print),ການກໍານົດຂອງຊຸດສໍາລັບການຈັດສົ່ງ (ສໍາລັບການພິມ)
apps/erpnext/erpnext/support/doctype/issue/issue.js,Service Level Agreement was reset.,ຂໍ້ຕົກລົງລະດັບການບໍລິການຖືກຕັ້ງ ໃໝ່.
DocType: Bin,Reserved Quantity,ຈໍານວນສະຫງວນ
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html,Please enter valid email address,ກະລຸນາໃສ່ທີ່ຢູ່ອີເມວທີ່ຖືກຕ້ອງ
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html,Please enter valid email address,ກະລຸນາໃສ່ທີ່ຢູ່ອີເມວທີ່ຖືກຕ້ອງ
DocType: Volunteer Skill,Volunteer Skill,Volunteer Skill
DocType: Bank Reconciliation,Include POS Transactions,ລວມທຸລະກໍາ POS
DocType: Quality Action,Corrective/Preventive,ການກວດແກ້ / ປ້ອງກັນ
DocType: Purchase Invoice,Inter Company Invoice Reference,ເອກະສານອ້າງອີງຂອງບໍລິສັດລະຫວ່າງບໍລິສັດ
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Please select an item in the cart,ກະລຸນາເລືອກລາຍະການໃນລົດເຂັນ
DocType: Landed Cost Voucher,Purchase Receipt Items,ລາຍການຊື້ຮັບ
apps/erpnext/erpnext/regional/italy/utils.py,Please set Tax ID for the customer '%s',ກະລຸນາຕັ້ງ ID ພາສີ ສຳ ລັບລູກຄ້າ &#39;% s&#39;
apps/erpnext/erpnext/config/help.py,Customizing Forms,ຮູບແບບການປັບແຕ່ງ
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Arrear,ງານທີ່ຄັ່ງຄ້າງ
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py,Depreciation Amount during the period,ຈໍານວນເງິນຄ່າເສື່ອມລາຄາໄລຍະເວລາ
DocType: Sales Invoice,Is Return (Credit Note),ແມ່ນກັບຄືນ (ຫມາຍເຫດການປ່ອຍສິນເຊື່ອ)
apps/erpnext/erpnext/manufacturing/doctype/job_card/job_card.js,Start Job,ເລີ່ມຕົ້ນວຽກ
apps/erpnext/erpnext/assets/doctype/asset_movement/asset_movement.py,Serial no is required for the asset {0},ບໍ່ຈໍາເປັນຕ້ອງມີ Serial No for asset {0}
DocType: Leave Control Panel,Allocate Leaves,ຈັດສັນໃບ
apps/erpnext/erpnext/accounts/doctype/sales_taxes_and_charges_template/sales_taxes_and_charges_template.py,Disabled template must not be default template,ແມ່ແບບຄົນພິການຈະຕ້ອງບໍ່ແມ່ແບບມາດຕະຖານ
DocType: Pricing Rule,Price or Product Discount,ລາຄາຫລືຫຼຸດລາຄາສິນຄ້າ
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.py,For row {0}: Enter planned qty,ສໍາຫລັບແຖວ {0}: ກະລຸນາໃສ່ qty ວາງແຜນ
DocType: Account,Income Account,ບັນຊີລາຍໄດ້
DocType: Payment Request,Amount in customer's currency,ຈໍານວນເງິນໃນສະກຸນເງິນຂອງລູກຄ້າ
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Delivery,ສົ່ງ
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py,Assigning Structures...,ການມອບ ໝາຍ ໂຄງສ້າງ…
DocType: Stock Reconciliation Item,Current Qty,ຈໍານວນໃນປັດຈຸບັນ
DocType: Restaurant Menu,Restaurant Menu,ຮ້ານອາຫານເມນູ
apps/erpnext/erpnext/public/js/event.js,Add Suppliers,ຕື່ມການສະຫນອງ
DocType: Sales Invoice,ACC-SINV-.YYYY.-,ACC-SINV-.YYYY.-
DocType: Loyalty Program,Help Section,Help Section
apps/erpnext/erpnext/www/all-products/index.html,Prev,prev
DocType: Appraisal Goal,Key Responsibility Area,ຄວາມຮັບຜິດຊອບທີ່ສໍາຄັນ
DocType: Delivery Trip,Distance UOM,Distance UOM
apps/erpnext/erpnext/utilities/activation.py,"Student Batches help you track attendance, assessments and fees for students","ສໍາຫລັບຂະບວນນັກສຶກສາຊ່ວຍໃຫ້ທ່ານຕິດຕາມການເຂົ້າຮຽນ, ການປະເມີນຜົນແລະຄ່າທໍານຽມສໍາລັບນັກສຶກສາ"
DocType: Payment Entry,Total Allocated Amount,ນວນການຈັດສັນທັງຫມົດ
apps/erpnext/erpnext/setup/doctype/company/company.py,Set default inventory account for perpetual inventory,ກໍານົດບັນຊີສິນຄ້າຄົງຄັງໃນຕອນຕົ້ນສໍາລັບການສິນຄ້າຄົງຄັງ perpetual
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,"Cannot deliver Serial No {0} of item {1} as it is reserved to \
												fullfill Sales Order {2}",ບໍ່ສາມາດສົ່ງ Serial No {0} ຂອງລາຍະການ {1} ຍ້ອນວ່າມັນຖືກຈອງກັບ \ Full Order Sales Order {2}
DocType: Material Request Plan Item,Material Request Type,ອຸປະກອນການຮ້ອງຂໍປະເພດ
apps/erpnext/erpnext/non_profit/doctype/grant_application/grant_application.js,Send Grant Review Email,ສົ່ງອີເມວການທົບທວນການຊ່ວຍເຫຼືອ
apps/erpnext/erpnext/accounts/page/pos/pos.js,"LocalStorage is full, did not save","LocalStorage ແມ່ນອັນເຕັມທີ່, ບໍ່ໄດ້ປະຢັດ"
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Row {0}: UOM Conversion Factor is mandatory,ຕິດຕໍ່ກັນ {0}: UOM ປັດໄຈການແປງເປັນການບັງຄັບ
DocType: Employee Benefit Claim,Claim Date,ວັນທີການຮ້ອງຂໍ
apps/erpnext/erpnext/utilities/user_progress.py,Room Capacity,ຄວາມອາດສາມາດຫ້ອງ
apps/erpnext/erpnext/accounts/doctype/share_transfer/share_transfer.py,The field Asset Account cannot be blank,ບັນຊີຊັບສິນບໍ່ສາມາດປ່ອຍໃຫ້ຫວ່າງໄດ້
apps/erpnext/erpnext/stock/doctype/item_alternative/item_alternative.py,Already record exists for the item {0},ບັນທຶກຢູ່ແລ້ວສໍາລັບລາຍການ {0}
